id,name,synonyms,cellosaurus_accession,SANGAR_ID,COSMIC_ID,BROAD_ID,CCLE_ID,tissue,disease_id
1575,U-BLC1,U-BLC1; UBLC1,CVCL_2738,NA,NA,NA,NA,urinary_tract,C4912
1576,U-CH1,U-CH1; UCH-1; UCH1,CVCL_4988,NA,NA,NA,NA,bone,C129927
1577,U-CH2,U-CH2; UCH2,CVCL_4989,SIDM01185,1503373,ACH-002204,UCH2_BONE,bone,C129927
1578,U266B1,U266B1; U266-B1; U266 B1; U-266; U 266; U266; U266S; U266BL; U266 Bl; 266 Bl,CVCL_0566,SIDM00417,753615,ACH-000626,U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C3242
1579,U2OS,U2OS; U-2 OS; U-2OS; U-2-OS; U2-OS; U20-S; U20S; 2T,CVCL_0042,SIDM01191,909776,ACH-000364,U2OS_BONE,bone,C9145
1580,UACC-3199,UACC-3199; UACC 3199; UACC3199; University of Arizona Cell Culture-3199,CVCL_4042,NA,NA,NA,NA,breast,C4194
1581,UACC-812,UACC-812; UACC 812; UACC812; University of Arizona Cell Culture-812,CVCL_1781,SIDM01187,910910,ACH-000568,UACC812_BREAST,breast,C4194
1582,UACC-893,UACC-893; UACC 893; UACC893; University of Arizona Cell Culture-893,CVCL_1782,SIDM01186,909778,ACH-000554,UACC893_BREAST,breast,C4194
1583,UCSD-242L,UCSD-242L; UCSD-242l; UCSD 242L,CVCL_M009,NA,NA,NA,NA,skin,C3224
1584,UD-SCC-2,UD-SCC-2; UD-SCC 2; UD-SCC2; UDSCC2,CVCL_E325,SIDM00025,1299073,ACH-002391,UDSCC2_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_tract,C4043
1585,UE6E7T-3,UE6E7T-3; UEET-3; Th-3,CVCL_3237,SIDM00024,1331060,NA,NA,haematopoietic_and_lymphoid,NA
1586,UISO-MCC-1,UISO-MCC-1; UISO-MCC 1; UISO-MCC1; UISO-mcc1; UISO,CVCL_E996,NA,NA,NA,NA,skin,C9231
1587,UKE-1,UKE-1; UKE1; GM23245,CVCL_0104,NA,NA,NA,NA,haematopoietic_and_lymphoid,C3407
1588,UM-RC-2,UM-RC-2; UMRC-2; UMRC2; University of Michigan-Renal Carcinoma-2,CVCL_2739,NA,NA,NA,NA,kidney,C4033
1589,UM-RC-6,UM-RC-6; UMRC-6; UMRC6; University of Michigan-Renal Carcinoma-6,CVCL_2741,NA,NA,NA,NA,kidney,C9385
1590,UM-UC-1,UM-UC-1; UMUC1; University of Michigan-Urothelial Carcinoma-1,CVCL_2743,SIDM01409,NA,ACH-000834,UMUC1_URINARY_TRACT,urinary_tract,C4912
1591,UM-UC-3,UM-UC-3; UMUC-3; UM-UC3; UMUC3; UC-3; University of Michigan-Urothelial Carcinoma-3,CVCL_1783,SIDM01182,724838,ACH-000522,UMUC3_URINARY_TRACT,urinary_tract,C4912
1592,UMC-11,UMC-11; UMC11; NCI-UMC-11,CVCL_1784,SIDM01183,909779,ACH-001417,UMC11_LUNG,lung,C4038
1593,UOK101,UOK101; UOK-101; UOK 101,CVCL_B076,SIDM01400,NA,ACH-000262,UOK101_KIDNEY,kidney,C4033
1594,UPCI-SCC-090,UPCI-SCC-090; UPCI-SCC-90; UPCI:SCC090; UPCI:SCC90; UPCI-SCC090; UPCISCC090; SCC090; SCC90,CVCL_1899,SIDM00399,1299052,ACH-002315,SCC90_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_tract,C4648
1595,UT-7,UT-7; UT7,CVCL_2233,NA,NA,NA,NA,haematopoietic_and_lymphoid,C7965
1596,VA-ES-BJ,VA-ES-BJ; VAESBJ,CVCL_1785,SIDM01179,688121,ACH-001702,VAESBJ_SOFT_TISSUE,soft_tissue,C3714
1597,VAL,VAL,CVCL_1819,SIDM00416,1331048,ACH-001703,VAL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C8851
1598,VL51,VL51; SLVL; VL-51,CVCL_3169,SIDM00374,1331032,ACH-002062,SLVL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C35425
1599,VM-CUB-1,VM-CUB-1; VM-CUB1; VMCUB-1; VMCUB1; VMCub1; VM Cub 1; VM-CUB-I,CVCL_1786,SIDM00414,909780,ACH-000545,VMCUB1_URINARY_TRACT,urinary_tract,C4912
1600,VMRC-LCD,VMRC-LCD; VMRCLCD; LCD; Virginia Mason Research Center-Lung Cancer D,CVCL_1787,SIDM00320,713869,ACH-001233,VMRCLCD_LUNG,lung,C3512
1601,VMRC-LCP,VMRC-LCP; VMRCLCP; Patton; Virginia Mason Research Center-Lung Cancer P,CVCL_1788,NA,NA,NA,NA,lung,C3493
1602,VMRC-MELG,VMRC-MELG; Leggee; Virginia Mason Research Center-Melanoma G,CVCL_1789,SIDM00319,930301,ACH-001704,VMRCMELG_SKIN,skin,C3224
1603,VMRC-RCW,VMRC-RCW; VMRCRCW; Thomas Wirts; Virginia Mason Research Center-Renal Cancer W,CVCL_1790,SIDM00318,1240224,ACH-000484,VMRCRCW_KIDNEY,kidney,C9385
1604,VMRC-RCZ,VMRC-RCZ; VMRCRCZ; Virginia Mason Research Center-Renal Cancer Z,CVCL_1791,SIDM00317,909781,ACH-000171,VMRCRCZ_KIDNEY,kidney,C9385
1605,WiDr,WiDr; WiDR; WIDR; WiDr/S; WiDr-TC; WiDrTC; LED-WiDr; Led-WiDr,CVCL_2760,SIDM00152,909783,NA,NA,large_intestine,C4349
1606,WIL2 NS,WIL2 NS; WIL2-NS; WIL-2NS; WIL-2-NS; WI-L2 NS; WIL2 Non-Secreting,CVCL_2761,SIDM01102,1331049,ACH-002316,WIL2NS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C97074
1607,WM115,WM115; WM-115; WM 115; WM115F; WM115-mel; WM115mel; WC00079,CVCL_0040,SIDM01000,909784,ACH-000304,WM115_SKIN,skin,C3224
1608,WM1158,WM1158; WM-1158; WM 1158; WC00046,CVCL_6785,NA,NA,NA,NA,skin,C3224
1609,WM1552C,WM1552C; WM-1552C; WM 1552C; WM-1552; WM1552; EST73,CVCL_6472,SIDM00976,1299078,ACH-002205,WM1552C_SKIN,skin,C3510
1610,WM1799,WM1799; WM-1799; WM 1799,CVCL_A341,SIDM01398,NA,ACH-000661,WM1799_SKIN,skin,C3224
1611,WM239A,WM239A; WM-239A; WM-239-A; WM 239-A; WM 239A; WM-239; WM239; WM 239; WC00044,CVCL_6795,SIDM00978,NA,NA,NA,skin,C3224
1612,WM266-4,WM266-4; WM-266-4; WM 266-4; WM-2664; WM2664; WM 2664; WM266; WM-266-mel; WM266mel; WC00097,CVCL_2765,SIDM00979,1299076,ACH-001239,WM2664_SKIN,skin,C3224
1613,WM278,WM278; WM-278; WM 278; WC00054,CVCL_6473,SIDM00975,1240226,ACH-002206,WM278_SKIN,skin,C3224
1614,WM35,WM35; WM-35; WM 35; WC00060,CVCL_0580,SIDM00974,1299080,ACH-002207,WM35_SKIN,skin,C3224
1615,WM793,WM793; WM-793; WM 793; WML 793; WM793B; WM-793B; WM 793B; WM793b; WC00062,CVCL_8787,SIDM00973,1299081,ACH-000827,WM793_SKIN,skin,C3224
1616,WM88,WM88; WM-88; WM 88; WC00123,CVCL_6805,NA,NA,NA,NA,skin,C3224
1617,WM902B,WM902B; WM-902B; WM 902B; WM 902 B; WML 902B; WC00083,CVCL_6807,NA,NA,NA,NA,skin,C3224
1618,WM983B,WM983B; WM-983B; WM 983B; WM983-B; WM-983/B; WC00066,CVCL_6809,SIDM01397,NA,ACH-000765,WM983B_SKIN,skin,C3224
1619,WRO,WRO; WRO82-1; WRO 82-1; WRO-82; WRO82; UCLA RO 82-W-1; UCLA RO-82W-1; UCLA RO82W1; RO 82 W-1; RO82-W-1; RO82W-1; RO82,CVCL_0582,SIDM00218,930083,ACH-001384,RO82W1_THYROID,thyroid,C8054
1620,WSU-DLCL2,WSU-DLCL2; WSU-DLCL-2; WSU-DLCL(2); WSUDLCL2,CVCL_1902,SIDM00413,1331050,ACH-000534,WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C36080
1621,WSU-FSCCL,WSU-FSCCL; WSUFSCCL,CVCL_1903,NA,NA,NA,NA,haematopoietic_and_lymphoid,C27810
1622,WSU-NHL,WSU-NHL; WSU-NHL-1; WSUNHL,CVCL_1793,SIDM00412,909785,ACH-001709,WSUNHL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C36080
1623,Yamato-SS,Yamato-SS; YAMATO; Yamato,CVCL_6C44,SIDM01410,NA,ACH-001277,YAMATO_SOFT_TISSUE,soft_tissue,C4279
1624,YAPC,YAPC,CVCL_1794,SIDM00411,909904,ACH-000332,YAPC_PANCREAS,pancreas,C3850
1625,YD-10B,YD-10B; YD10B,CVCL_8929,NA,NA,NA,NA,upper_aerodigestive_tract,C4648
1626,YD-15,YD-15; YD15,CVCL_8930,SIDM01411,NA,ACH-000836,YD15_SALIVARY_GLAND,salivary_gland,C4648
1627,YD-38,YD-38; YD38,CVCL_L083,SIDM01412,NA,ACH-000762,YD38_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_tract,C129857
1628,YD-8,YD-8; YD8,CVCL_L079,SIDM01413,NA,ACH-000630,YD8_UPPER_AERODIGESTIVE_TRACT,upper_aerodigestive_tract,C4648
1629,YH-13,YH-13; YH,CVCL_1795,SIDM00316,909905,ACH-000469,YH13_CENTRAL_NERVOUS_SYSTEM,brain,C3058
1630,YKG-1,YKG-1; YKG1,CVCL_1796,SIDM00315,687592,ACH-000570,YKG1_CENTRAL_NERVOUS_SYSTEM,brain,C3058
1631,YMB-1,YMB-1; YMB1,CVCL_2814,SIDM01260,909906,ACH-001249,YMB1_BREAST,breast,C4194
1632,YMB-1-E,YMB-1-E; YMB1-E,CVCL_2815,SIDM01261,1303911,ACH-002208,YMB1E_BREAST,breast,C4194
1633,YT,YT,CVCL_1797,SIDM00410,946358,ACH-002317,YT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,haematopoietic_and_lymphoid,C82217
1634,ZR-75-30,ZR-75-30; ZR75-30; ZR7530,CVCL_1661,SIDM00971,909907,ACH-000828,ZR7530_BREAST,breast,C4194
1635,ZR-75-B,ZR-75-B; ZR75-B; ZR-75B; ZR-75b; ZR75B,CVCL_5614,NA,NA,NA,NA,breast,C4194
1636,ASKA,ASKA,NA,NA,NA,NA,NA,NA,NA
1637,AU655,AU655,NA,NA,NA,NA,NA,breast,NA
1638,BT112,BT112,NA,NA,NA,NA,NA,NA,NA
1639,BT131,BT131,NA,NA,NA,NA,NA,NA,NA
1640,BT139,BT139,NA,NA,NA,NA,NA,NA,NA
1641,BT145,BT145,NA,NA,NA,NA,NA,NA,NA
1642,BT159,BT159,NA,NA,NA,NA,NA,NA,NA
1643,BT172,BT172,NA,NA,NA,NA,NA,NA,NA
1644,BT179,BT179,NA,NA,NA,NA,NA,NA,NA
1645,BT187,BT187,NA,NA,NA,NA,NA,NA,NA
1646,BT216,BT216,NA,NA,NA,NA,NA,NA,NA
1647,BT224,BT224,NA,NA,NA,NA,NA,NA,NA
1648,BT228,BT228,NA,NA,NA,NA,NA,NA,NA
1649,BT231,BT231,NA,NA,NA,NA,NA,NA,NA
1650,BT232,BT232,NA,NA,NA,NA,NA,NA,NA
1651,BT239,BT239,NA,NA,NA,NA,NA,NA,NA
1652,BT245,BT245,NA,NA,NA,NA,NA,NA,NA
1653,BT248,BT248,NA,NA,NA,NA,NA,NA,NA
1654,BT271,BT271,NA,NA,NA,NA,NA,NA,NA
1655,BT286,BT286,NA,NA,NA,NA,NA,NA,NA
1656,BT320,BT320,NA,NA,NA,NA,NA,NA,NA
1657,BT328,BT328,NA,NA,NA,NA,NA,NA,NA
1658,BT330,BT330,NA,NA,NA,NA,NA,NA,NA
1659,BT333,BT333,NA,NA,NA,NA,NA,NA,NA
1660,BT340,BT340,NA,NA,NA,NA,NA,NA,NA
1661,BT359,BT359,NA,NA,NA,NA,NA,NA,NA
1662,BT416,BT416,NA,NA,NA,NA,NA,NA,NA
1663,BT422,BT422,NA,NA,NA,NA,NA,NA,NA
1664,BT428,BT428,NA,NA,NA,NA,NA,NA,NA
1665,BT440,BT440,NA,NA,NA,NA,NA,NA,NA
1666,BT444,BT444,NA,NA,NA,NA,NA,NA,NA
1667,BT482,BT482,NA,NA,NA,NA,NA,NA,NA
1668,BT498,BT498,NA,NA,NA,NA,NA,NA,NA
1669,BT504,BT504,NA,NA,NA,NA,NA,NA,NA
1670,DOR 13,DOR 13,NA,NA,NA,NA,NA,ovary,NA
1671,HCC812,HCC812,NA,NA,NA,NA,NA,breast,NA
1672,HS888LU,HS888LU,NA,NA,NA,NA,NA,NA,NA
1673,HSTS,HSTS,NA,NA,NA,NA,NA,NA,NA
1674,KRIJ,KRIJ,NA,NA,NA,NA,NA,NA,NA
1675,NB-TU-1-10,NB-TU-1-10,NA,NA,NA,NA,NA,kidney,NA
1676,PSTS,PSTS,NA,NA,NA,NA,NA,NA,NA
1677,11-00261,11-00261,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1678,11-00487,11-00487,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1679,12-00023,12-00023,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1680,12-00032,12-00032,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1681,12-00051,12-00051,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1682,12-00066,12-00066,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1683,12-00069,12-00069,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1684,12-00109,12-00109,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1685,12-00127,12-00127,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1686,12-00150,12-00150,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1687,12-00161,12-00161,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1688,12-00211,12-00211,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1689,12-00219,12-00219,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1690,12-00258,12-00258,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1691,12-00262,12-00262,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1692,12-00268,12-00268,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1693,12-00288,12-00288,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1694,12-00294,12-00294,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1695,12-00301,12-00301,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1696,12-00330,12-00330,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1697,12-00362,12-00362,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1698,12-00372,12-00372,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1699,12-00371,12-00371,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1700,12-00423,12-00423,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1701,12-00426,12-00426,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1702,13-00007,13-00007,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1703,13-00028,13-00028,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1704,13-00034,13-00034,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1705,13-00098,13-00098,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1706,13-00106,13-00106,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1707,13-00118,13-00118,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1708,13-00123,13-00123,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1709,13-00145,13-00145,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1710,13-00146,13-00146,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1711,13-00147,13-00147,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1712,13-00149,13-00149,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1713,13-00150,13-00150,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1714,13-00157,13-00157,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1715,13-00160,13-00160,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1716,13-00159,13-00159,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1717,13-00163,13-00163,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1718,13-00165,13-00165,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1719,13-00166,13-00166,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1720,13-00173,13-00173,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1721,13-00178,13-00178,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1722,13-00186,13-00186,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1723,13-00189,13-00189,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1724,13-00195,13-00195,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1725,13-00204,13-00204,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1726,13-00226,13-00226,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1727,13-00232,13-00232,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1728,13-00236,13-00236,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1729,13-00237,13-00237,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1730,13-00239,13-00239,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1731,13-00245,13-00245,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1732,13-00255,13-00255,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1733,13-00260,13-00260,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1734,13-00262,13-00262,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1735,13-00266,13-00266,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1736,13-00268,13-00268,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1737,13-00281,13-00281,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1738,13-00294,13-00294,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1739,13-00331,13-00331,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1740,13-00337,13-00337,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1741,13-00353,13-00353,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1742,13-00354,13-00354,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1743,13-00365,13-00365,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1744,13-00393,13-00393,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1745,13-00396,13-00396,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1746,13-00406,13-00406,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1747,13-00419,13-00419,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1748,13-00420,13-00420,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1749,13-00421,13-00421,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1750,13-00425,13-00425,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1751,13-00450,13-00450,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1752,13-00454,13-00454,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1753,13-00468,13-00468,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1754,13-00487,13-00487,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1755,13-00494,13-00494,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1756,13-00497,13-00497,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1757,13-00500,13-00500,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1758,13-00515,13-00515,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1759,13-00513,13-00513,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1760,13-00535,13-00535,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1761,13-00537,13-00537,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1762,13-00544,13-00544,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1763,13-00545,13-00545,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1764,13-00546,13-00546,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1765,13-00551,13-00551,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1766,13-00552,13-00552,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1767,13-00557,13-00557,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1768,13-00558,13-00558,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1769,13-00562,13-00562,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1770,13-00573,13-00573,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1771,13-00578,13-00578,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1772,13-00581,13-00581,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1773,13-00593,13-00593,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1774,13-00601,13-00601,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1775,13-00602,13-00602,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1776,13-00615,13-00615,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1777,13-00636,13-00636,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1778,13-00650,13-00650,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1779,13-00655,13-00655,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1780,13-00658,13-00658,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1781,14-00013,14-00013,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1782,14-00015,14-00015,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1783,14-00023,14-00023,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1784,14-00021,14-00021,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1785,14-00034,14-00034,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1786,14-00041,14-00041,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1787,14-00044,14-00044,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1788,14-00045,14-00045,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1789,14-00052,14-00052,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1790,14-00061,14-00061,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1791,14-00228,14-00228,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1792,14-00231,14-00231,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1793,14-00079,14-00079,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1794,14-00083,14-00083,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1795,14-00092,14-00092,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1796,14-00125,14-00125,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1797,14-00126,14-00126,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1798,14-00127,14-00127,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1799,14-00135,14-00135,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1800,14-00141,14-00141,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1801,14-00193,14-00193,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1802,14-00212,14-00212,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1803,14-00240,14-00240,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1804,14-00244,14-00244,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1805,14-00259,14-00259,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1806,14-00270,14-00270,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1807,14-00272,14-00272,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1808,14-00279,14-00279,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1809,14-00289,14-00289,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1810,14-00329,14-00329,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1811,14-00330,14-00330,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1812,14-00335,14-00335,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1813,14-00356,14-00356,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1814,14-00333,14-00333,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1815,14-00359,14-00359,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1816,14-00376,14-00376,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1817,14-00397,14-00397,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1818,14-00422,14-00422,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1819,14-00423,14-00423,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1820,14-00434,14-00434,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1821,14-00447,14-00447,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1822,14-00448,14-00448,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1823,14-00455,14-00455,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1824,14-00464,14-00464,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1825,14-00477,14-00477,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1826,14-00495,14-00495,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1827,14-00504,14-00504,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1828,14-00514,14-00514,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1829,14-00527,14-00527,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1830,14-00528,14-00528,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1831,14-00537,14-00537,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
1832,14-00546,14-00546,NA,NA,NA,NA,NA,haematopoietic_and_lymphoid,C9154
