dname,chembl_id,inchikey,smiles,cid,molecular_formula,clinical_phase,cid_m,cid_s,stitch_name,drugbank_id,kegg_id,target_genes,PUBCHCID,TTD_TARGETS
flecainide,CHEMBL652,DJBNUMBKLMJRSA-UHFFFAOYSA-N,C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,3356,C17H20F6N2O3,4,CIDm00003355,CIDs00003355,flecainide,DB01195,D07962,,3356,"SCN11A,RFWD2"
34933-06-7,CHEMBL603584,HSUGRBWQSSZJOP-UHFFFAOYSA-N,CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC,3076,C22H26N2O4S,0,CIDm00003075,CIDs00003075,diltiazem,,,,3076,"CACNA1C,CACNA1S"
Piboserod,CHEMBL356359,KVCSJPATKXABRQ-UHFFFAOYSA-N,CCCCN1CCC(CC1)CNC(=O)C2=C3N(CCCO3)C4=CC=CC=C42,177336,C22H31N3O2,2,CIDm00177335,CIDs00177335,piboserod,DB04873,,,177336,HTR4
Mosapride,CHEMBL60889,YPELFRMCRYSPKZ-UHFFFAOYSA-N,CCOC1=CC(=C(C=C1C(=O)NCC2CN(CCO2)CC3=CC=C(C=C3)F)Cl)N,119584,C21H25ClFN3O3,4,CIDm00119583,CIDs00119583,mosapride,DB11675,,,119584,HTR4
rizatriptan,CHEMBL905,ULFRLSNUDGIQQP-UHFFFAOYSA-N,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3,5078,C15H19N5,4,CIDm00005078,CIDs00005078,rizatriptan,DB00953,D00675,,5078,HTR1D
Plerixafor,CHEMBL18442,YIQPUIGJQJDJOS-UHFFFAOYSA-N,C1CNCCNCCCN(CCNC1)CC2=CC=C(C=C2)CN3CCCNCCNCCCNCC3,65015,C28H54N8,4,CIDm00065014,CIDs00065014,plerixafor,DB06809,D08971,,65015,CXCR4
Ibutamoren,CHEMBL13817,UMUPQWIGCOZEOY-JOCHJYFZSA-N,CC(C)(C(=O)NC(COCC1=CC=CC=C1)C(=O)N2CCC3(CC2)CN(C4=CC=CC=C34)S(=O)(=O)C)N,178024,C27H36N4O5S,2,CIDm00178024,CIDs00178024,Crescendo,,,,178024,GHSR
Methylene Blue cation,CHEMBL191083,RBTBFTRPCNLSDE-UHFFFAOYSA-N,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2,4139,C16H18N3S+,4,CIDm00004139,CIDs00004139,methylene blue,DB08167,,,4139,ACHE
54-62-6,CHEMBL274619,TVZGACDUOSZQKY-UHFFFAOYSA-N,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=NC(=N3)N)N,2154,C19H20N8O5,2,CIDm00002154,CIDs00002154,aminopterin,,,,2154,PDF
lomefloxacin,CHEMBL561,ZEKZLJVOYLTDKK-UHFFFAOYSA-N,CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O,3948,C17H19F2N3O3,4,CIDm00003948,CIDs00003948,lomefloxacin,DB00978,D02318,,3948,TOP2A; TOP2B
mocravimod,CHEMBL2137148,IINUNQPYJGJCJI-UHFFFAOYSA-N,C1=CC=C(C=C1)COC2=CC(=CC=C2)SC3=CC(=C(C=C3)CCC(CO)(CO)N)Cl,11155874,C24H26ClNO3S,2,CIDm11155873,CIDs11155873,KRP-203,,,,11155874,S1PR1
Atazanavir,CHEMBL1163,AXRYRYVKAWYZBR-GASGPIRDSA-N,CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC,148192,C38H52N6O7,4,CIDm00148192,CIDs00148192,atazanavir,DB01072,D07471,,148192,HIV PR
Butoconazole,CHEMBL1295,SWLMUYACZKCSHZ-UHFFFAOYSA-N,C1=CC(=C(C(=C1)Cl)SC(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3)Cl,47472,C19H17Cl3N2S,4,CIDm00047471,CIDs00047471,butoconazole,DB00639,D07598,,47472,Candi ERG11
econazole,CHEMBL808,LEZWWPYKPKIXLL-UHFFFAOYSA-N,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,3198,C18H15Cl3N2O,4,CIDm00003198,CIDs00003198,econazole,DB01127,D03936,,3198,Candi ERG11
phentolamine,CHEMBL597,MRBDMNSDAVCSSF-UHFFFAOYSA-N,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O,5775,C17H19N3O,4,CIDm00005775,CIDs00005775,phentolamine,DB00692,,,5775,DRD2
doxazosin,CHEMBL707,RUZYUOTYCVRMRZ-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC,3157,C23H25N5O5,4,CIDm00003157,CIDs00003157,doxazosin,DB00590,D07874,,3157,ADRA1D
alfuzosin,CHEMBL709,WNMJYKCGWZFFKR-UHFFFAOYSA-N,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC,2092,C19H27N5O4,4,CIDm00002092,CIDs00002092,alfuzosin,DB00346,D07124,,2092,ADRA1D
phenylephrine,CHEMBL1215,SONNWYBIRXJNDC-VIFPVBQESA-N,CNCC(C1=CC(=CC=C1)O)O,6041,C9H13NO2,4,CIDm00004782,CIDs00006041,phenylephrine,DB00388,D08365,,6041,DRD2
xylometazoline,CHEMBL312448,HUCJFAOMUPXHDK-UHFFFAOYSA-N,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C,5709,C16H24N2,4,CIDm00005709,CIDs00005709,xylometazoline,DB06694,D08684,,5709,ADRA2C
phenoxybenzamine,CHEMBL753,QZVCTJOXCFMACW-UHFFFAOYSA-N,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2,4768,C18H22ClNO,4,CIDm00004768,CIDs00004768,phenoxybenzami.,DB00925,C07435,,4768,DRD2
norepinephrine,CHEMBL1437,SFLSHLFXELFNJZ-QMMMGPOBSA-N,C1=CC(=C(C=C1C(CN)O)O)O,439260,C8H11NO3,4,CIDm00000951,CIDs00439260,norepinephrine,DB00368,D00076,,439260,ADRB1
17-Hydroxypregn-4-en-20-yn-3-one,CHEMBL1445833,CHNXZKVNWQUJIB-UHFFFAOYSA-N,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C#C)O)C,3288,C21H28O2,0,CIDm00003288,CIDs00003288,proNE,,,,3288,TYR
oxybutynin,CHEMBL1231,XIQVNETUBQGFHX-UHFFFAOYSA-N,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,4634,C22H31NO3,4,CIDm00004634,CIDs00004634,oxybutynin,DB01062,D00465,,4634,CHRM3
Fesoterodine,CHEMBL1201764,DCCSDBARQIPTGU-HSZRJFAPSA-N,CC(C)C(=O)OC1=C(C=C(C=C1)CO)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2,6918558,C26H37NO3,4,CIDm06918558,CIDs06918558,fesoterodine,DB06702,D07226,,6918558,CHRM1
bethanechol,CHEMBL1482,NZUPCNDJBJXXRF-UHFFFAOYSA-O,CC(C[N+](C)(C)C)OC(=O)N,2370,C7H17N2O2+,4,CIDm00002370,CIDs00002370,bethanechol,DB01019,C06850,,2370,CHRM5
ticlopidine,CHEMBL833,PHWBOXQYWZNQIN-UHFFFAOYSA-N,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,5472,C14H14ClNS,4,CIDm00005472,CIDs00005472,ticlopidine,DB00208,D08594,,5472,PTAFR
warfarin,CHEMBL1464,PJVWKTKQMONHTI-UHFFFAOYSA-N,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,54678486,C19H16O4,4,CIDm05001396,CIDs05001396,warfarin,DB00682,C01541,,54678486,VKORC1
Nafamostat,CHEMBL273264,MQQNFDZXWVTQEH-UHFFFAOYSA-N,C1=CC(=CC=C1C(=O)OC2=CC3=C(C=C2)C=C(C=C3)C(=N)N)N=C(N)N,4413,C19H17N5O2,4,CIDm00004413,CIDs00004413,nafamostat mes.,DB12598,,,4413,TNF
Sumanirole,CHEMBL419792,RKZSNTNMEFVBDT-MRVPVSSYSA-N,CNC1CC2=C3C(=CC=C2)NC(=O)N3C1,9818479,C11H13N3O,3,CIDm09818478,CIDs09818478,sumanirole,DB06477,,,9818479,DRD2
FLUPHENAZINE,CHEMBL726,PLDUPXSUYLZYBN-UHFFFAOYSA-N,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,3372,C22H26F3N3OS,4,CIDm00003372,CIDs00003372,fluphenazine,DB00623,D07977,,3372,HTR1B
duloxetine,CHEMBL1175,ZEUITGRIYCTCEM-KRWDZBQOSA-N,CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32,60835,C18H19NOS,4,CIDm00060834,CIDs00060834,duloxetine,DB00476,D01179,,60835,"SLC6A2,SLC6A4"
clomipramine,CHEMBL415,GDLIGKIOYRNHDA-UHFFFAOYSA-N,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,2801,C19H23ClN2,4,CIDm00002801,CIDs00002801,clomipramine,DB01242,D00811,,2801,SLC6A4
Skf 89976A,CHEMBL38686,TXQKSMSLZVKQBI-UHFFFAOYSA-N,C1CC(CN(C1)CCC=C(C2=CC=CC=C2)C3=CC=CC=C3)C(=O)O,92409,C22H25NO2,0,CIDm00092409,CIDs00092409,SKF89976A,,,,92409,SLC6A1
rivastigmine,CHEMBL636,XSVMFMHYUFZWBK-NSHDSACASA-N,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C,77991,C14H22N2O2,4,CIDm00005077,CIDs00077990,rivastigmine,DB00989,D03822,,77991,ACHE
Huperzine A,CHEMBL3184073,ZRJBHWIHUMBLCN-UHFFFAOYSA-N,CC=C1C2CC3=C(C1(CC(=C2)C)N)C=CC(=O)N3,1253,C15H18N2O,4,CIDm00001253,CIDs00001253,huperzine A,,,,1253,"ALOX5,AMY2A"
selegiline,CHEMBL972,MEZLKOACVSPNER-GFCCVEGCSA-N,CC(CC1=CC=CC=C1)N(C)CC#C,26757,C13H17N,4,CIDm00005195,CIDs00026757,selegiline,DB01037,D03731,,26757,"MAOB,TACR1"
UNII-BXU45ZH6LI,CHEMBL140979,VTGBZWHPJFMTKS-UHFFFAOYSA-N,CCC1=CC=C(C=C1)OCC2=CC=CC=C2C(=O)NC3=CC4=C(C=C3)N=C(C=C4N)C,5311340,C26H25N3O2,0,CIDm05311339,CIDs05311339,Jtc-801,,,,5311340,OPRL1
PHENFORMIN,CHEMBL170988,ICFJFFQQTFMIBG-UHFFFAOYSA-N,C1=CC=C(C=C1)CCN=C(N)N=C(N)N,8249,C10H15N5,4,CIDm00008249,CIDs00008249,phenformin,DB00914,D08351,,8249,PRKAA1; PRKAB1; PRKAG1
dorzolamide,CHEMBL218490,IAVUPMFITXYVAF-XPUUQOCRSA-N,CCNC1CC(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)C,5284549,C10H16N2O4S3,4,CIDm00003154,CIDs05284549,dorzolamide,DB00869,D07871,,5284549,CA2
propafenone,CHEMBL631,JWHAUXFOSRPERK-UHFFFAOYSA-N,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,4932,C21H27NO3,4,CIDm00004932,CIDs00004932,propafenone,DB01182,D08435,,4932,RFWD2
477775-14-7,CHEMBL189568,XTEOJPUYZWEXFI-UHFFFAOYSA-N,CCCCOC(=O)NS(=O)(=O)C1=C(C=C(S1)CC(C)C)C2=CC=C(C=C2)CN3C=CN=C3,9804984,C23H29N3O4S2,0,CIDm09804984,CIDs09804984,AGN-PC-0MTT0W,,,,9804984,AGTR2
CHEMBL3128069,CHEMBL3128069,DIXMBHMNEHPFCX-MCMMXHMISA-N,CC1=C(SC(=N1)C(C)(CO)O)C2=CC(=C(N=C2)N)OC(C)C3=C(C=CC(=C3)F)N4N=CC=N4,72710568,C22H23FN6O3S,0,CIDm72710568,CIDs72710568,GTPL8137,,,,72710568,"NTRK2,ALK,ROS1,FER,FES,LTK"
CHEMBL2070615,CHEMBL2070615,WUCYRTXFXRZKSV-UHFFFAOYSA-N,CCNC(=O)NC1=NC=C(S1)C2=NC(=NC(=C2)C3=C(C=C(C=C3C)OC)C)C4=NC=CN=C4,46192505,C23H23N7O2S,0,CIDm46192505,CIDs46192505,GTPL8117,,,,46192505,"LIMK1,LIMK2,TESK2,TESK1"
OTS-964,CHEMBL3672369,XCFRUAOZMVFDPQ-AWEZNQCLSA-N,CC1=CC(=C(C2=C1NC(=O)C3=C2C=CS3)C4=CC=C(C=C4)C(C)CN(C)C)O,67448186,C23H24N2O2S,0,CIDm67447449,CIDs67448186,OTS964,,,,67448186,PBK
glycyl-H 1152,CHEMBL3348907,CMKMGFAUKPAOMG-AWEZNQCLSA-N,CC1CN(CCCN1S(=O)(=O)C2=CC=CC3=CN=CC(=C32)C)C(=O)CN,11976582,C18H24N4O3S,0,CIDm11976582,CIDs11976582,Rho Kinase Inh.,,,,11976582,"AURKC,ROCK2"
Cutamesine,CHEMBL408867,UVSWWUWQVAQPJR-UHFFFAOYSA-N,COC1=C(C=C(C=C1)CCN2CCN(CC2)CCCC3=CC=CC=C3)OC,9907323,C23H32N2O2,2,CIDm09820591,CIDs09907323,cutamesine,DB06618,,,9907323,SIGMAR1
Dimebolin,CHEMBL589390,JNODQFNWMXFMEV-UHFFFAOYSA-N,CC1=CC2=C(C=C1)N(C3=C2CN(CC3)C)CCC4=CN=C(C=C4)C,197033,C21H25N3,3,CIDm00197033,CIDs00197033,latrepirdine,DB11725,,,197033,"HRH1,HTR6"
tm30089,CHEMBL1643768,CANCTKXGRVNXFP-UHFFFAOYSA-N,CN(C1CCC2=C(C1)C3=CC=CC=C3N2CC(=O)O)S(=O)(=O)C4=CC=C(C=C4)F,11384493,C21H21FN2O4S,0,CIDm11384493,CIDs11384493,tm30089,,,,11384493,PTGDR2
Pralnacasan,CHEMBL437526,CXAGHAZMQSCAKJ-WAHHBDPQSA-N,CCOC1C(CC(=O)O1)NC(=O)C2CCCN3N2C(=O)C(CCC3=O)NC(=O)C4=NC=CC5=CC=CC=C54,153270,C26H29N5O7,0,CIDm00153270,CIDs00153270,pralnacasan,DB04875,,,153270,CASP1
CAA0225,,ZMZQYVMNDRBKLO-SDHOMARFSA-N,C1=CC=C(C=C1)CC(C(=O)NCC2=CC=CC=C2)NC(=O)C3C(O3)C(=O)NCCC4=CC=C(C=C4)O,50909779,C28H29N3O5,0,CIDm09913336,CIDs50909779,CAA0225,,,,50909779,CTSL
Idasanutlin,CHEMBL2402737,TVTXCJFHQKSQQM-LJQIRTBHSA-N,CC(C)(C)CC1C(C(C(N1)C(=O)NC2=C(C=C(C=C2)C(=O)O)OC)C3=C(C(=CC=C3)Cl)F)(C#N)C4=C(C=C(C=C4)Cl)F,53358942,C31H29Cl2F2N3O4,3,CIDm53358942,CIDs53358942,RG7388,DB12325,,,53358942,"ERBB4,MDM2"
Imeglimin,,GFICWFZTBXUVIG-SCSAIBSYSA-N,CC1N=C(NC(=N1)N(C)C)N,24812808,C6H13N5,2,CIDm10176486,CIDs24812808,imeglimin,DB12509,,,24812808,PRKAA1; PRKAB1; PRKAG1
M2698,,HXAUJHZZPCBFPN-QGZVFWFLSA-N,C1CN(C1)CC(C2=CC(=C(C=C2)Cl)C(F)(F)F)NC3=NC=NC4=C3C=CC=C4C(=O)N,89808643,C21H19ClF3N5O,0,CIDm89808643,CIDs89808643,SCHEMBL15262358,,,,89808643,"AKT1,RPS6KB1,AKT3"
Uprosertib,CHEMBL3137336,AXTAPYRUEKNRBA-JTQLQIEISA-N,CN1C(=C(C=N1)Cl)C2=C(OC(=C2)C(=O)NC(CC3=CC(=C(C=C3)F)F)CN)Cl,51042438,C18H16Cl2F2N4O2,2,CIDm51042438,CIDs51042438,uprosertib,DB11969,,,51042438,AKT3
h-89,CHEMBL104264,ZKZXNDJNWUTGDK-NSCUHMNNSA-N,C1=CC2=C(C=CN=C2)C(=C1)S(=O)(=O)NCCNCC=CC3=CC=C(C=C3)Br,449241,C20H20BrN3O2S,0,CIDm00003541,CIDs00449241,H-89 dihydroch.,DB07995,,,449241,PRKACA
MKC-1,CHEMBL52885,OVSKGTONMLKNPZ-UHFFFAOYSA-N,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=C4C=CC(=C5)[N+](=O)[O-])C,5327686,C22H16N4O4,2,CIDm05327686,CIDs05327686,MKC-1,DB05608,,,5327686,"CDK4,CDK2,CDK1"
Lorlatinib,CHEMBL3286830,IIXWYSCJSQVBQM-LLVKDONJSA-N,CC1C2=C(C=CC(=C2)F)C(=O)N(CC3=NN(C(=C3C4=CC(=C(N=C4)N)O1)C#N)C)C,71731823,C21H19FN6O2,3,CIDm71731823,CIDs71731823,AGN-PC-0JJTIH,DB12130,,,71731823,"ALK,ROS1"
AZD0156,CHEMBL3960662,AOTRIQLYUAFVSC-UHFFFAOYSA-N,CN1C2=CN=C3C=CC(=CC3=C2N(C1=O)C4CCOCC4)C5=CN=C(C=C5)OCCCN(C)C,118502708,C26H31N5O3,1,,,,,,,118502708,ATM
BAY-1895344,,YBXRSCXGRPSTMW-CYBMUJFWSA-N,CC1COCCN1C2=NC3=C(C=CN=C3C4=CC=NN4)C(=C2)C5=CC=NN5C,118869362,C20H21N7O,1,,,,,,,118869362,ATR
Gilteritinib,CHEMBL3301622,GYQYAJJFPNQOOW-UHFFFAOYSA-N,CCC1=NC(=C(N=C1NC2CCOCC2)NC3=CC(=C(C=C3)N4CCC(CC4)N5CCN(CC5)C)OC)C(=O)N,49803313,C29H44N8O3,3,CIDm49803313,CIDs49803313,Gilteritinib,DB12141,,,49803313,"FLT3,AXL"
TP-0903,CHEMBL2022968,YUAALFPUEOYPNX-UHFFFAOYSA-N,CN1CCN(CC1)CC2=CC=C(C=C2)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)N(C)C)Cl,56839178,C24H30ClN7O2S,2,CIDm56839178,CIDs56839178,AGN-PC-0BINKN,,,,56839178,AXL
Bafetinib,CHEMBL206834,ZGBAJMQHJDFTQJ-DEOSSOPVSA-N,CC1=C(C=C(C=C1)NC(=O)C2=CC(=C(C=C2)CN3CCC(C3)N(C)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CN=C5,11387605,C30H31F3N8O,2,CIDm11215316,CIDs11387605,bafetinib,DB11851,,,11387605,"BCR-ABL1,LYN"
39711-79-0,CHEMBL3185043,VUNOFAIHSALQQH-UHFFFAOYSA-N,CCNC(=O)C1CC(CCC1C(C)C)C,62907,C13H25NO,0,CIDm00062907,CIDs00062907,n-ethyl-p-ment.,,,,62907,TRPM8
BGB-3111,CHEMBL3973435,RNOAOAWBMHREKO-UHFFFAOYSA-N,C=CC(=O)N1CCC(CC1)C2CCNC3=C(C(=NN23)C4=CC=C(C=C4)OC5=CC=CC=C5)C(=O)N,135905454,C27H29N5O3,0,,,,,,,135905454,BTK
Evobrutinib,CHEMBL4072833,QUIWHXQETADMGN-UHFFFAOYSA-N,C=CC(=O)N1CCC(CC1)CNC2=NC=NC(=C2C3=CC=C(C=C3)OC4=CC=CC=C4)N,71479709,C25H27N5O2,2,CIDm71479709,CIDs71479709,AGN-PC-0J7FYQ,,,,71479709,BTK
lfm-a13,CHEMBL228043,UVSVTDVJQAJIFG-VURMDHGXSA-N,CC(=C(C#N)C(=O)NC1=C(C=CC(=C1)Br)Br)O,54676905,C11H8Br2N2O2,0,CIDm54676905,CIDs54676905,LFM-A13,,,,54676905,BTK
SB1317,CHEMBL1944698,VXBAJLGYBMTJCY-NSCUHMNNSA-N,CN1CC=CCCOC2=CC=CC(=C2)C3=NC(=NC=C3)NC4=CC=CC(=C4)C1,16739650,C23H24N4O,2,CIDm16739650,CIDs16739650,SB1317/TG02,,,,16739650,CDK2
7-Hydroxystaurosporine,CHEMBL1236539,PBCZSGKMGDDXIJ-HQCWYSJUSA-N,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)C(NC6=O)O)NC)OC,72271,C28H26N4O4,2,CIDm00072271,CIDs00072271,7-hydroxystaur.,DB01933,,,72271,CHEK1
Ribociclib,CHEMBL3545110,RHXHGRAEPCAFML-UHFFFAOYSA-N,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,44631912,C23H30N8O,4,CIDm44631912,CIDs44631912,ribociclib,DB11730,D10883,,44631912,"CDK4,CDK6"
Abemaciclib,CHEMBL3301610,UZWDCWONPYILKI-UHFFFAOYSA-N,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,46220502,C27H32F2N8,4,CIDm46220502,CIDs46220502,abemaciclib,DB12001,,,46220502,"CDK4,CDK6"
Simurosertib,,XGVXKJKTISMIOW-ZDUSSCGKSA-N,CC1=C(C=NN1)C2=CC3=C(S2)C(=O)NC(=N3)C4CC5CCN4CC5,135564531,C17H19N5OS,0,CIDm53358083,CIDs53358083,SCHEMBL14343940,,,,135564531,CDC7
Prexasertib,CHEMBL3544911,DOTGPNHGTYJDEP-UHFFFAOYSA-N,COC1=C(C(=CC=C1)OCCCN)C2=CC(=NN2)NC3=NC=C(N=C3)C#N,46700756,C18H19N7O2,2,CIDm46700755,CIDs46700755,LY2606368,DB12008,,,46700756,CHEK1
Avitinib,,UOFYSRZSLXWIQB-UHFFFAOYSA-N,CN1CCN(CC1)C2=C(C=C(C=C2)NC3=NC4=C(C=CN4)C(=N3)OC5=CC=CC(=C5)NC(=O)C=C)F,72734520,C26H26FN7O2,0,CIDm72734520,CIDs72734520,SCHEMBL15455613,,,,72734520,EGFR
PKI-166,CHEMBL1963502,XRYJULCDUUATMC-CYBMUJFWSA-N,CC(C1=CC=CC=C1)NC2=NC=NC3=C2C=C(N3)C4=CC=C(C=C4)O,6918403,C20H18N4O,1,CIDm06918403,CIDs06918403,pki-166,,,,6918403,EGFR
Irbinitinib,CHEMBL3989868,SDEAXTCZPQIFQM-UHFFFAOYSA-N,CC1=C(C=CC(=C1)NC2=NC=NC3=C2C=C(C=C3)NC4=NC(CO4)(C)C)OC5=CC6=NC=NN6C=C5,51039094,C26H24N8O2,3,CIDm51039094,CIDs51039094,Irbinitinib,DB11652,,,51039094,ERBB2
su5402,CHEMBL89363,JNDVEAXZWJIOKB-JYRVWZFOSA-N,CC1=CNC(=C1CCC(=O)O)C=C2C3=CC=CC=C3NC2=O,5289418,C17H16N2O3,0,CIDm00005307,CIDs05289418,Su5402,DB08577,,,5289418,FGFR3
LY2874455,CHEMBL3828009,GKJCVYLDJWTWQU-CXLRFSCWSA-N,CC(C1=C(C=NC=C1Cl)Cl)OC2=CC3=C(C=C2)NN=C3C=CC4=CN(N=C4)CCO,46944259,C21H19Cl2N5O2,1,CIDm46944259,CIDs46944259,LY2874455,DB13022,,,46944259,FGFR2
BLU-554,,MGZKYOAQVGSSGC-DLBZAZTESA-N,COC1=CC(=C(C(=C1Cl)C2=CC3=CN=C(N=C3C=C2)NC4COCCC4NC(=O)C=C)Cl)OC,91885617,C24H24Cl2N4O4,1,,,,,,,91885617,FGFR4
AST 487,CHEMBL574738,ODPGGGTTYSGTGO-UHFFFAOYSA-N,CCN1CCN(CC1)CC2=C(C=C(C=C2)NC(=O)NC3=CC=C(C=C3)OC4=NC=NC(=C4)NC)C(F)(F)F,11409972,C26H30F3N7O2,1,CIDm11409972,CIDs11409972,NVP-AST487,,,,11409972,"FLT3,KIT,RET,KDR"
GSK2256098,,BVAHPPKGOOJSPU-UHFFFAOYSA-N,CC1=NN(C(=C1)NC2=NC=C(C(=C2)NC3=CC=CC=C3C(=O)NOC)Cl)C(C)C,46214930,C20H23ClN6O2,2,CIDm46214930,CIDs46214930,AGN-PC-0A9VW2,,,,46214930,PTK2
Defactinib,CHEMBL3137331,FWLMVFUGMHIOAA-UHFFFAOYSA-N,CNC(=O)C1=CC=C(C=C1)NC2=NC=C(C(=N2)NCC3=NC=CN=C3N(C)S(=O)(=O)C)C(F)(F)F,25117126,C20H21F3N8O3S,2,CIDm25117126,CIDs25117126,Defactinib,DB12282,,,25117126,PTK2
LY2090314,CHEMBL362558,HRJWTAWVFDCTGO-UHFFFAOYSA-N,C1CCN(CC1)C(=O)N2CCN3C=C(C4=CC(=CC(=C43)C2)F)C5=C(C(=O)NC5=O)C6=CN=C7N6C=CC=C7,10029385,C28H25FN6O3,2,CIDm10029385,CIDs10029385,LY2090314,DB11913,,,10029385,"GSK3B,GSK3A"
SU11274,CHEMBL261641,FPYJSJDOHRDAMT-KQWNVCNZSA-N,CC1=C(NC(=C1C(=O)N2CCN(CC2)C)C)C=C3C4=C(C=CC(=C4)S(=O)(=O)N(C)C5=CC(=CC=C5)Cl)NC3=O,9549297,C28H30ClN5O4S,0,CIDm09549297,CIDs09549297,MET kinase inh.,,,,9549297,MET
Tivantinib,CHEMBL2103882,UCEQXRCJXIVODC-PMACEKPBSA-N,C1CC2=CC=CC3=C2N(C1)C=C3C4C(C(=O)NC4=O)C5=CNC6=CC=CC=C65,11494412,C23H19N3O2,3,CIDm11494412,CIDs11494412,tivantinib,DB12200,,,11494412,MET
Brigatinib,CHEMBL3545311,AILRADAXUVEEIR-UHFFFAOYSA-N,CN1CCN(CC1)C2CCN(CC2)C3=CC(=C(C=C3)NC4=NC=C(C(=N4)NC5=CC=CC=C5P(=O)(C)C)Cl)OC,68165256,C29H39ClN7O2P,4,CIDm68165256,CIDs68165256,AGN-PC-0HUR20,DB12267,,,68165256,ALK
Itacitinib,CHEMBL3622820,KTBSXLIQKWEBRB-UHFFFAOYSA-N,C1CN(CCC1N2CC(C2)(CC#N)N3C=C(C=N3)C4=C5C=CNC5=NC=N4)C(=O)C6=C(C(=NC=C6)C(F)(F)F)F,53380437,C26H23F4N9O,3,CIDm53380436,CIDs53380437,AGN-PC-09S7E5,DB12154,,,53380437,"JAK2,JAK1"
PF-06651600,CHEMBL4085457,CBRJPFGIXUFMTM-WDEREUQCSA-N,CC1CCC(CN1C(=O)C=C)NC2=NC=NC3=C2C=CN3,118115473,C15H19N5O,3,,,,,,,118115473,JAK3
Napabucasin,CHEMBL64130,DPHUWDIXHNQOSY-UHFFFAOYSA-N,CC(=O)C1=CC2=C(O1)C(=O)C3=CC=CC=C3C2=O,10331844,C14H8O4,3,CIDm10331844,CIDs10331844,2-acetyl furan.,DB12155,,,10331844,STAT3
PF-06447475,CHEMBL3393348,BHTWDJBVZQBRKP-UHFFFAOYSA-N,C1COCCN1C2=NC=NC3=C2C(=CN3)C4=CC=CC(=C4)C#N,72706840,C17H15N5O,0,CIDm72706840,CIDs72706840,QC-11808,,,,72706840,LRRK2
CHEMBL3393439,CHEMBL3393439,VNWKCLDQBNSJJO-UHFFFAOYSA-N,CN1C=C(C=N1)C2=CNC3=C2C(=NC=N3)N4CCOCC4,72706837,C14H16N6O,0,CIDm72706837,CIDs72706837,3JA,,,,72706837,LRRK2
