,dname,chembl_id,inchikey,smiles,cid,molecular_formula,clinical_phase,cid_m,cid_s,stitch_name,drugbank_id,kegg_id,target_genes
3212,papaverine,CHEMBL19224,XQYZDYMELSJDRZ-UHFFFAOYSA-N,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,4680,C20H21NO4,4,CIDm00004680,CIDs00004680,papaverine,DB01113,D07425,
3213,649756-01-4,CHEMBL1086895,GBXSMTUPTTWBMN-BHYGNILZSA-N,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O,16219326,C20H28N2O5,0,CIDm00003222,CIDs16219325,enalapril,,,
3214,NCGC00178127-04,,HDACQVRGBOVJII-AXDKOMKPSA-N,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCC3CC2C(=O)O,11963697,C23H32N2O5,0,CIDm00005038,CIDs01548980,ramipril,,,
3215,Safinamide,CHEMBL396778,NEMGRZFTLSKBAP-LBPRGKRZSA-N,CC(C(=O)N)NCC1=CC=C(C=C1)OCC2=CC(=CC=C2)F,131682,C17H19FN2O2,4,CIDm00131682,CIDs00131682,safinamide,DB06654,,
3218,CHEMBL3348881,CHEMBL3348881,RIQBSCOBOICSFR-RCHULGBISA-N,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3OC4C(C(C(C(O4)CO)O)O)O)O)O,15068211,C21H20O10,0,CIDm06166169,CIDs15068211,daidzein-8-C-g.,,,
3221,Piboserod,CHEMBL356359,KVCSJPATKXABRQ-UHFFFAOYSA-N,CCCCN1CCC(CC1)CNC(=O)C2=C3N(CCCO3)C4=CC=CC=C42,177336,C22H31N3O2,2,CIDm00177335,CIDs00177335,piboserod,DB04873,,
3223,145158-71-0,,IKBKZGMPCYNSLU-UHFFFAOYSA-N,CCCCCN=C(N)NN=CC1=CNC2=C1C=C(C=C2)OC,60918,C16H23N5O,0,,,,,,
3224,rizatriptan,CHEMBL905,ULFRLSNUDGIQQP-UHFFFAOYSA-N,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3,5078,C15H19N5,4,CIDm00005078,CIDs00005078,rizatriptan,DB00953,D00675,
3225,"LY-310,762",CHEMBL1400238,KDXISMANFPJVJY-UHFFFAOYSA-N,CC1(C2=CC=CC=C2N(C1=O)CCN3CCC(CC3)C(=O)C4=CC=C(C=C4)F)C,4282258,C24H27FN2O2,0,CIDm04282258,CIDs04282258,LY-310762,,,
3226,AC1LIMNP,,AHOUBRCZNHFOSL-PBHICJAKSA-N,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,934162,C19H20FNO3,0,CIDm00004691,CIDs00934162,paroxetine,,,
3227,89565-68-4,,ZNRGQMMCGHDTEI-RYUDHWBXSA-N,CN1C2CCC1CC(C2)OC(=O)C3=CNC4=CC=CC=C43,72165,C17H20N2O2,0,CIDm00005595,CIDs00072165,tropisetron,,,
3228,Azasetron,CHEMBL1598608,WUKZPHOXUVCQOR-UHFFFAOYSA-N,CN1C(=O)COC2=C1C=C(C=C2C(=O)NC3CN4CCC3CC4)Cl,2264,C17H20ClN3O3,0,CIDm00002264,CIDs00002264,azasetron,,,
3229,cyclobenzaprine,CHEMBL669,JURKNVYFZMSNLP-UHFFFAOYSA-N,CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31,2895,C20H21N,4,CIDm00002895,CIDs00002895,cyclobenzaprine,DB00924,D07758,
3230,CHEMBL3188521,CHEMBL3188521,BYTNEISLBIENSA-UHFFFAOYSA-N,CC(C)C1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)COC3=CC(=C(C=C3)C=CC4=CC(=CC=C4)C(=O)O)Cl,44483281,C28H22Cl3NO4,0,CIDm09893571,CIDs44483281,Gw 4064,,,
3231,CHEMBL3348870,CHEMBL3348870,RUDATBOHQWOJDD-FEHGIAQLSA-N,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,42552731,C24H40O4,0,CIDm00005645,CIDs42552730,UDCA,,,
3232,NCGC00263108-01,,ZBGXUVOIWDMMJE-OAWWVHTISA-N,CCOC(=O)NC1CCC2C(C1)CC3C(C2C=CC4=NC=C(C=C4)C5=CC(=CC=C5)F)C(OC3=O)C,57519546,C29H33FN2O4,0,CIDm10028615,CIDs57519546,vorapaxar,,,
3233,CHEMBL3349004,CHEMBL3349004,FPVKHBSQESCIEP-BZNPZCIMSA-N,C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O,73265362,C11H16N4O4,0,CIDm00004739,CIDs73265362,pentostatin,,,
3234,NCGC00263139-01,,PJBFVWGQFLYWCB-QDKASBAFSA-N,CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C34CC5CC(C3)CC4C5,57519536,C20H28N4O2,0,CIDm00064627,CIDs57519536,rolofylline,,,
3235,CHEMBL1625478,CHEMBL1625478,PAOANWZGLPPROA-QSNWEANLSA-N,CCNC(=O)C1C(C(C(O1)N2C=NC3=C2N=C(N=C3N)NCCC4=CC=C(C=C4)CCC(=O)O)O)O,24867488,C23H29N7O6,0,CIDm00002691,CIDs24867487,CGS21680C,,,
3237,CHEMBL416657,,QAOAOVKBIIKRNL-UHFFFAOYSA-M,CC(C)C1=CC2=C(C=C1)N(C(=C2SC(C)(C)C)CC(C)(C)C(=O)[O-])CC3=CC=C(C=C3)Cl,17756950,C27H33ClNO2S-,0,CIDm03651377,CIDs03651377,MK-886,,,
3238,133294-37-8,CHEMBL2019155,LUKBXSAWLPMMSZ-UHFFFAOYSA-N,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O,5056,C14H12O3,0,CIDm00005056,CIDs00005056,resveratrol,,,
3239,Solaraze,,DCOPUUMXTXDBNB-UHFFFAOYSA-M,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl,3032,C14H10Cl2NO2-,4,CIDm00003032,CIDs00003032,diclofenac,,,
3240,NCGC00164604-03,,FJLGEFLZQAZZCD-OALUTQOASA-M,CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)[O-])O)O)C3=CC=C(C=C3)F,57519539,C24H25FNO4-,0,CIDm00003403,CIDs00056719,fluvastatin,,,
3241,NCGC00164566-02,,VGYFMXBACGZSIL-RTBURBONSA-M,C1CC1C2=NC3=CC=CC=C3C(=C2C=CC(CC(CC(=O)[O-])O)O)C4=CC=C(C=C4)F,73265351,C25H23FNO4-,0,CIDm00132803,CIDs00132803,pitavastatin,,,
3242,NCGC00160531-01,,XUKUURHRXDUEBC-RRPNLBNLSA-M,CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4,73265363,C33H34FN2O5-,0,CIDm00002250,CIDs46780494,atorvastatin,,,
3243,AC1OF340,CHEMBL3348885,KZJWDPNRJALLNS-MHHBOJDBSA-N,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,7067829,C29H50O,0,CIDm00006744,CIDs07067829,sitosterol,,,
3244,CHEMBL2144690,CHEMBL2144690,AMHOWMHYRSJEFV-UHFFFAOYSA-N,CCC(CC)C(C)C1(CCCCC1)C(=O)NC2=CC=CC=C2SC(=O)C(C)C,57519513,C24H37NO2S,0,CIDm57519513,CIDs57519513,AGN-PC-0BVINC,,,
3245,82158-86-9,CHEMBL3182641,CHNUOJQWGUIOLD-UHFFFAOYSA-N,CC(=CC1=CC=CC=C1)C=C2C(=O)N(C(=S)S2)CC(=O)O,3235,C15H13NO3S2,0,CIDm00003235,CIDs00003235,epalrestat,,,
3246,NCGC00165782-02,,KDQKMUCWBRINRA-UHFFFAOYSA-N,C1CN=C(N1)C2=CC=C(C=C2)NC(=O)C=CC3=CC=C(C=C3)C=CC(=O)NC4=CC=C(C=C4)C5=NCCN5,493027,C30H28N6O2,0,CIDm00493027,CIDs00493027,GW69A,,,
3247,439081-02-4,CHEMBL1455301,OLNTVTPDXPETLC-UHFFFAOYSA-N,C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)O,4979942,C24H21F2NO3,0,CIDm00150311,CIDs04979942,ezetimibe,,,
3248,CHEMBL3348869,CHEMBL3348869,GVEZIHKRYBHEFX-MNOVXSKESA-N,CC=CCC=CCCC(=O)C1C(O1)C(=O)N,6335004,C12H17NO3,0,CIDm00028517,CIDs06335004,cerulenin,,,
3249,SCHEMBL82368,CHEMBL2131289,KPBNHDGDUADAGP-UHFFFAOYSA-N,C1CN(CCC1CCCCNC(=O)C=CC2=CN=CC=C2)C(=O)C3=CC=CC=C3,53396328,C24H29N3O2,0,CIDm06914657,CIDs53396328,daporinad,,,
3250,Ecdysterone,CHEMBL3348837,NKDFYOWSKOHCCO-WDHDNHLZSA-N,CC12CCC3C(=CC(=O)C4C3(CC(C(C4)O)O)C)C1(CCC2C(C)(C(CCC(C)(C)O)O)O)O,12304165,C27H44O7,0,CIDm00021362,CIDs12304165,20-hydroxyecdy.,,,
3251,Ibutamoren,CHEMBL13817,UMUPQWIGCOZEOY-JOCHJYFZSA-N,CC(C)(C(=O)NC(COCC1=CC=CC=C1)C(=O)N2CCC3(CC2)CN(C4=CC=CC=C34)S(=O)(=O)C)N,178024,C27H36N4O5S,2,CIDm00178024,CIDs00178024,Crescendo,,,
3252,NCGC00263106-01,,WZBNEZWCNKUOSM-UHFFFAOYSA-M,C1=CC=C(C=C1)NC(=O)C=CC2=C(NC3=CC(=CC(=C32)Cl)Cl)C(=O)[O-],57519522,C18H11Cl2N2O3-,0,CIDm03086670,CIDs03086670,gavestinel,,,
3254,NCGC00250402-01,,JVHXJTBJCFBINQ-MJCUULBUSA-N,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)C3C(C(C(C(O3)CO)O)O)O)Cl,57519518,C21H25ClO6,0,CIDm09887712,CIDs57519518,dapagliflozin,,,
3255,CHEMBL3348871,CHEMBL3348871,XTNGUQKDFGDXSJ-AZKGINQHSA-N,CC1=C(C=C(C=C1)C2C(C(C(C(O2)CO)O)O)O)CC3=CC=C(S3)C4=CC=C(C=C4)F,73265326,C24H25FO5S,0,CIDm24812758,CIDs73265326,canagliflozin,,,
3256,Phloretin 2'-galactoside,,IOUVKUPGCMBWBT-OBJCFNGXSA-N,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2OC3C(C(C(C(O3)CO)O)O)O)O)O)O,73265329,C21H24O10,0,CIDm00004789,CIDs73265329,phlorizin,,,
3258,NCGC00095055-03,,KQXDHUJYNAXLNZ-NBMFFIHMSA-M,CCC(C1CCC(C(O1)C(C)C(C(C)C(=O)C(CC)C2C(CC(C3(O2)C=CC(C4(O3)CCC(O4)(C)C5CCC(C(O5)C)(CC)O)O)C)C)O)C)C(=O)[O-],73265318,C42H69O11-,0,CIDm00005150,CIDs16757818,salinomycin,,,
3259,Sarafloxacin,CHEMBL37858,XBHBWNFJWIASRO-UHFFFAOYSA-N,C1CN(CCN1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=CC=C(C=C4)F)F,56208,C20H17F2N3O3,0,CIDm00056207,CIDs00056207,sarafloxacin,DB11491,,
3260,177530-93-7,CHEMBL59507,XPOQHMRABVBWPR-UHFFFAOYSA-N,C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,3203,C14H9ClF3NO2,0,CIDm00003203,CIDs00003203,efavirenz,,,
3261,CHEMBL3348930,CHEMBL3348930,ODZBBRURCPAEIQ-IWSPIJDZSA-N,C1C(C(OC1N2C=C(C(=O)NC2=O)C=CBr)CO)O,73265183,C11H13BrN2O5,0,CIDm00003183,CIDs73265183,BVDU,,,
3262,145986-26-1,CHEMBL292175,XQSPYNMVSIKCOC-PHDIDXHHSA-N,C1C(OC(S1)CO)N2C=C(C(=NC2=O)N)F,454519,C8H10FN3O3S,0,CIDm00060877,CIDs00454519,emtricitabine,,,
3263,ent-Lamivudine,CHEMBL18314,JTEGQNOMFQHVDC-RQJHMYQMSA-N,C1C(OC(S1)CO)N2C=CC(=NC2=O)N,73339,C8H11N3O3S,0,CIDm00003877,CIDs00073339,lamivudine,,,
3264,CHEMBL3348916,CHEMBL3348916,SJDDOCKBXFJEJB-RPNIPRFFSA-N,CCOC1C(CC(=O)O1)NC(=O)C2CCCN2C(=O)C(C(C)(C)C)NC(=O)C3=CC(=C(C=C3)N)Cl,73265309,C24H33ClN4O6,0,CIDm09892498,CIDs73265309,belnacasan,,,
3265,29883-15-6,,XUCIJNAGGSZNQT-BPHXWNOMSA-N,C1=CC=C(C=C1)C(C#N)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)O)O)O)O)O)O,6325365,C20H27NO11,0,CIDm00002180,CIDs06325365,amygdalin,,,
3266,ZINC28538988,,QGJZLNKBHJESQX-BMTJSWHCSA-N,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C(=O)O,12358875,C30H48O3,0,CIDm00002371,CIDs12358875,betulinic acid,,,
3267,CHEMBL3348988,CHEMBL3348988,SXYIRMFQILZOAM-JVEHJZGXSA-N,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC)C,73265317,C16H26O5,0,CIDm00068911,CIDs73265317,artemether,,,
3268,ZINC38139483,,BLUAFEHZUWYNDE-ZMKGGQPVSA-N,CC1CCC2C(C(=O)OC3C24C1CCC(O3)(OO4)C)C,73265315,C15H22O5,0,CIDm00002240,CIDs73265315,artemisinin,,,
3269,NCGC00346590-01,,BJDCWCLMFKKGEE-ZVHYSXKBSA-N,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)O)C,73265310,C15H24O5,0,CIDm00107770,CIDs73265310,dihydroartemis.,,,
3270,204133-10-8,CHEMBL3191144,DYLGFOYVTXJFJP-UHFFFAOYSA-N,CCCCN(CCCC)CC(C1=C2C3=C(C=C(C=C3)Cl)C(=CC4=CC=C(C=C4)Cl)C2=CC(=C1)Cl)O,108031,C30H32Cl3NO,0,CIDm00108031,CIDs00108031,lumefantrine,,,
3272,Poly(2-fluoroadenylic acid),,GIUYCYHIANZCFB-UUOKFMHZSA-N,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(N=C2N)F,3080922,C10H13FN5O7P,0,CIDm00003368,CIDs03080922,FAMP,,,
3273,K6PKX2PHVZ,CHEMBL1563465,OFEZSBMBBKLLBJ-JFWOZONXSA-N,C1C(OC(C1O)N2C=NC3=C2N=CN=C3N)CO,451875,C10H13N5O3,0,CIDm00006303,CIDs00451875,cordycepin,,,
3274,Capecitabine (Xeloda),,GAGWJHPBXLXJQN-GMTLJSCSSA-N,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O,42066809,C15H22FN3O6,4,CIDm00060953,CIDs42066809,capecitabine,,,
3275,5-Fluoro-2'-deoxyuridine,,ODKNJVUHOIMIIZ-FSDSQADBSA-N,C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O,13071731,C9H11FN2O5,0,CIDm00003363,CIDs13071731,FUdR,,,
3276,Pemetrexed,CHEMBL225072,WBXPDJSOTKVWSJ-ZDUSSCGKSA-N,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)NC(CCC(=O)O)C(=O)O,135410875,C20H21N5O6,4,CIDm00060843,CIDs00446556,pemetrexed,DB00642,,
3277,AC1LAKOZ,,VSQQQLOSPVPRAZ-FSDSQADBSA-N,C1C(C(OC1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O,490037,C10H11F3N2O5,0,CIDm00006256,CIDs00490037,trifluridine,,,
3278,MFCD00866530,,ZWAOHEXOSAUJHY-YTKLMKCDSA-N,CC1C(C(C(O1)N2C=C(C(=O)NC2=O)F)O)O,12798016,C9H11FN2O5,0,CIDm00003159,CIDs12798016,5'-DFUR,,,
3279,54-62-6,CHEMBL274619,TVZGACDUOSZQKY-UHFFFAOYSA-N,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=NC(=N3)N)N,2154,C19H20N8O5,2,CIDm00002154,CIDs00002154,aminopterin,,,
3280,NCGC00346501-01,,OYVAGSVQBOHSSS-DCCNCMLUSA-O,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,73265327,C55H84N17O21S3+,0,CIDm00072466,CIDs73265327,bleomycin,,,
3281,CHEMBL3348961,CHEMBL3348961,FHBQKTSCJKPYIO-SNMRLGEASA-N,CC(C)CCCCCCCC(=O)NC1C(C(C(OC1OC2=C3C=C4C=C2OC5=C(C=C(C=C5)C(C6C(=O)NC(C7=C(C(=CC(=C7)O)OC8C(C(C(C(O8)CO)O)O)O)C9=C(C=CC(=C9)C(C(=O)N6)NC(=O)C4NC(=O)C1C2=CC(=CC(=C2)OC2=C(C=CC(=C2)C(C(=O)NC(CC2=CC(=C(O3)C=C2)Cl)C(=O)N1)N)O)O)O)C(=O)O)OC1C(C(C(C(O1)CO)O)O)NC(=O)C)Cl)CO)O)O,73265323,C89H99Cl2N9O33,0,CIDm16129712,CIDs73265323,Teicoplanin A2.,,,
3282,NCGC00162383-02,,MYPYJXKWCTUITO-MAWYMSTFSA-N,CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O,73265184,C66H75Cl2N9O24,0,CIDm00005651,CIDs73265184,vancomycin,,,
3283,NCGC00163548-02,,AUJXLBOHYWTPFV-CXPPXVDKSA-N,CC1C(=O)N(C2CSC(C(C(=O)N(C(C(=O)OCC(C(=O)N1)NC(=O)C3=NC4=CC=CC=C4N=C3)C(C)C)C)N(C(=O)C(NC(=O)C(COC(=O)C(N(C2=O)C)C(C)C)NC(=O)C5=NC6=CC=CC=C6N=C5)C)C)SC)C,73265328,C51H64N12O12S2,0,CIDm00003197,CIDs73265328,echinomycin,,,
3285,CHEMBL3348955,CHEMBL3348955,YACHGFWEQXFSBS-GATJCGDRSA-N,CCC(=CC(C)CC=CC(=CC(C)C(=O)C(C)C(C(C)CC(=CC(=O)O)C)O)C)C=CC1C(C=CC(=O)O1)C,73265316,C33H48O6,0,CIDm00435143,CIDs73265316,leptomycin,,,
3286,CHEMBL3348925,CHEMBL3348925,QJJXYPPXXYFBGM-BERTZXOOSA-N,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC,73265325,C44H69NO12,0,CIDm00005372,CIDs73265325,tacrolimus,,,
3287,CHEMBL3348874,CHEMBL3348874,KASDHRXLYQOAKZ-JIGQMUTBSA-N,CCC1C=C(CC(CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC1=O)O)C)C(=CC4CCC(C(C4)OC)Cl)C)O)C)OC)OC)C)C,73265324,C43H68ClNO11,0,CIDm03055172,CIDs73265324,pimecrolimus,,,
3288,NCGC00090808-03,,APKFDSVGJQXUKY-BDUNSECTSA-N,CC1C=CC=CC=CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC(C(CCC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O,73265311,C47H73NO17,0,CIDm00001972,CIDs73265311,amphotericin B,,,
3289,SCHEMBL13210325,,AGOYDEPGAOXOCK-GMRTXUQWSA-N,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,13048688,C38H69NO13,0,CIDm00054688,CIDs13048688,clarithromycin,,,
3290,CHEMBL3348879,CHEMBL3348879,LJVAJPDWBABPEJ-GKHVKYKASA-N,CCC1C2(C(C(C(=O)C(CC(C(C(C(=O)C(C(=O)O1)C)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=C4)C5=CN=CC=C5)C,73265197,C43H65N5O10,0,CIDm00073658,CIDs73265197,telithromycin,,,
3291,NCGC00346524-01,,XMAIRYYXDCNFKP-NJDWBCEZSA-M,CC1CC(C(OC1C2CC(C3(O2)C(C(CC(O3)C4(CCC5(O4)CC(C(C(O5)C(C)C=C(C)C(=O)C(C)CC(C)C(=O)[O-])C)O)C)OC6CCC(C(O6)C)OC)C)C)(CO)O)C.[Na+],73265190,C47H77NaO14,0,CIDm00122663,CIDs73265190,nanchangmycin,,,
3292,NCGC00263527-02,,UDIIBEDMEYAVNG-XRGKOCJRSA-N,CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CN)O)O)O)N)NC(=O)C(CN)O)O,73265199,C22H43N5O12,0,CIDm00003755,CIDs73265199,isepamicin,,,
3293,NCGC00178852-05,,NLVFBUXFDBBNBW-OANIEQLQSA-N,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N,73265187,C18H37N5O9,0,CIDm00005496,CIDs73265187,tobramycin,,,
3294,NCGC00016641-01,,UCSJYZPVAKXKNQ-HZLAMRFHSA-N,CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O,73265355,C21H39N7O12,0,CIDm00005297,CIDs73265355,streptomycin,,,
3295,CHEMBL3348928,CHEMBL3348928,MQTOSJVFKKJCRP-KXVJMTSFSA-N,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,73265194,C38H72N2O12,0,CIDm00002269,CIDs73265194,azithromycin,,,
3296,CHEMBL3348848,CHEMBL3348848,RLAPFAKXSAUMLW-LRPJUKONSA-N,CC1C2C(C(=O)N2C(=C1SC3CN4N=CC=[N+]4C3)C(=O)[O-])C(C)O,46930984,C15H18N4O4S,0,CIDm46930984,CIDs46930984,S1370_Selleck,,,
3297,96036-03-2,CHEMBL71929,DMJNNHOOLUXYBV-UHFFFAOYSA-N,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O,3874387,C17H25N3O5S,0,CIDm00060706,CIDs03874387,meropenem,,,
3298,1beta-Methylimipenem,CHEMBL71056,OUXTYMOXZJQTDG-FNCVBFRFSA-N,CC1C2C(C(=O)N2C(=C1SCCN=CN)C(=O)O)C(C)O,44309670,C13H19N3O4S,0,CIDm10267585,CIDs44309670,CHEMBL3188738,,,
3299,CHEMBL3348872,CHEMBL3348872,ZINFAXPQMLDEEJ-CXAGYDPISA-N,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CN4C=CC(=N)N4CCO)C(=O)O,656574,C19H22N8O6S2,0,CIDm00656574,CIDs00656574,cefoselis,,,
3300,Rivafurazon,CHEMBL1603968,IAIWVQXQOWNYOU-UHFFFAOYSA-N,C1=C(OC(=C1)[N+](=O)[O-])C=NNC(=O)N,1839,C6H6N4O4,0,CIDm00001839,CIDs00001839,nitrofurazone,,,
3301,NCGC00017354-06,,UNFWWIHTNXNPBV-BTTXNDCPSA-N,CC1CC(=O)C2(C(O1)OC3C(C(C(C(C3O2)NC)O)NC)O)O,73265186,C14H24N2O7,0,CIDm00002021,CIDs73265186,spectinomycin,,,
3302,Cloxacillin sodium,,LQOLIRLGBULYKD-JKIFEVAISA-M,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-],6426741,C19H17ClN3O5S-,0,CIDm00002813,CIDs00006098,cloxacillin,,,
3303,NCGC00016797-04,,LSQZJLSUYDQPKJ-OXIWPEFWSA-N,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C,28094875,C16H19N3O5S,0,CIDm00002171,CIDs28094874,amoxicillin,,,
3305,27726-35-8,CHEMBL6634,ZAIPMKNFIOOWCQ-HUFXEGEASA-N,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O,194216,C16H17N3O4S,0,CIDm00002666,CIDs00181855,cephalexin,,,
3306,AC1O7GND,CHEMBL1316023,OMYIZCZQILAOGB-OSZMYQJASA-N,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O.O.O,6604593,C25H31N9O10S2,0,CIDm00002629,CIDs06604593,cefoperazone,,,
3307,Ceftiofur,CHEMBL3348962,ZBHXIWJRIFEVQY-MLGOLLRUSA-N,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)CSC(=O)C4=CC=CO4)C(=O)O,71309,C19H17N5O7S3,0,CIDm00071309,CIDs00071309,ceftiofur,,,
3308,NCGC00016552-01,CHEMBL1474278,HSHGZXNAXBPPDL-MUWHJKNJSA-N,CC(=O)OCC1=C(N2C(C(C2=O)N)SC1)C(=O)O,6604287,C10H12N2O5S,0,CIDm00013729,CIDs06604287,7-aminocephalo.,,,
3309,mocravimod,CHEMBL2137148,IINUNQPYJGJCJI-UHFFFAOYSA-N,C1=CC=C(C=C1)COC2=CC(=CC=C2)SC3=CC(=C(C=C3)CCC(CO)(CO)N)Cl,11155874,C24H26ClNO3S,2,CIDm11155873,CIDs11155873,KRP-203,,,
3310,CHEMBL3188572,CHEMBL3188572,KIHYPELVXPAIDH-UHFFFAOYSA-N,CCC1=C(C=CC(=C1)C(=NOCC2=CC(=C(C=C2)C3CCCCC3)C(F)(F)F)C)CN4CC(C4)C(=O)O,72959169,C29H35F3N2O3,0,CIDm11432307,CIDs72959169,siponimod,,,
3311,Crotaglin,CHEMBL3183440,DNTGGZPQPQTDQF-UHFFFAOYSA-N,CCN(C1=CC=CC=C1C)C(=O)C=CC,2883,C13H17NO,0,CIDm00002883,CIDs00002883,crotamiton,DB00265,D01381,
3312,CHEMBL3348905,CHEMBL3348905,AOWMBRPPHGNFDX-HCZOTWNYSA-N,CC1(CC2C(CCC3(C2=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C)C(C1)C(=O)O)C,73265193,C30H48O3,0,CIDm49867939,CIDs73265193,S2334_Selleck,,,
3313,CHEMBL3348989,CHEMBL3348989,XGWSRLSPWIEMLQ-KIAMUWECSA-N,CCCNC(=O)C1C(O1)C(=O)NC(C(C)CC)C(=O)N2CCCC2C(=O)OC,73265357,C19H31N3O6,0,CIDm00004027,CIDs73265357,CA-074Me,,,
