Gene,uniprot_protein_acc_id,drugbank_id,drug_name,drug_action_type,drug_status,drug_status2
NR3C4,P10275,DB00957,Norgestimate,Partial agonist,,
NR3C1,P04150,DB00959,Methylprednisolone,Agonist,,
GRL,P04150,DB00959,Methylprednisolone,Agonist,,
ADRB1,P08588,DB00960,Pindolol,Partial agonist,,
ADRB1R,P08588,DB00960,Pindolol,Partial agonist,,
B1AR,P08588,DB00960,Pindolol,Partial agonist,,
ADRB2,P07550,DB00960,Pindolol,Partial agonist,,
ADRB2R,P07550,DB00960,Pindolol,Partial agonist,,
B2AR,P07550,DB00960,Pindolol,Partial agonist,,
HTR1A,P08908,DB00960,Pindolol,Antagonist,,
ADRB2RL1,P08908,DB00960,Pindolol,Antagonist,,
ADRBRL1,P08908,DB00960,Pindolol,Antagonist,,
HTR1B,P28222,DB00960,Pindolol,Other/unknown,,
HTR1DB,P28222,DB00960,Pindolol,Other/unknown,,
ADRB3,P13945,DB00960,Pindolol,Agonist,,
ADRB3R,P13945,DB00960,Pindolol,Agonist,,
B3AR,P13945,DB00960,Pindolol,Agonist,,
SCN10A,Q9Y5Y9,DB00961,Mepivacaine,Inhibitor,,
GABRA1,P14867,DB00962,Zaleplon,Potentiator,,
TSPO,P30536,DB00962,Zaleplon,Other,,
BZRP,P30536,DB00962,Zaleplon,Other,,
MBR,P30536,DB00962,Zaleplon,Other,,
PTGS2,P35354,DB00963,Bromfenac,Inhibitor,,
COX2,P35354,DB00963,Bromfenac,Inhibitor,,
PTGS1,P23219,DB00963,Bromfenac,Inhibitor,,
COX1,P23219,DB00963,Bromfenac,Inhibitor,,
ADRA2A,P08913,DB00964,Apraclonidine,Agonist,,
ADRA2R,P08913,DB00964,Apraclonidine,Agonist,,
ADRAR,P08913,DB00964,Apraclonidine,Agonist,,
ADRA1A,P35348,DB00964,Apraclonidine,Agonist,,
ADRA1C,P35348,DB00964,Apraclonidine,Agonist,,
ADRA2B,P18089,DB00964,Apraclonidine,Agonist,,
ADRA2L1,P18089,DB00964,Apraclonidine,Agonist,,
ADRA2RL1,P18089,DB00964,Apraclonidine,Agonist,,
AGTR1,P30556,DB00966,Telmisartan,Antagonist,,
AGTR1A,P30556,DB00966,Telmisartan,Antagonist,,
AGTR1B,P30556,DB00966,Telmisartan,Antagonist,,
AT2R1,P30556,DB00966,Telmisartan,Antagonist,,
AT2R1B,P30556,DB00966,Telmisartan,Antagonist,,
PPARG,P37231,DB00966,Telmisartan,Partial agonist,,
NR1C3,P37231,DB00966,Telmisartan,Partial agonist,,
HRH1,P35367,DB00967,Desloratadine,Antagonist,,
ADRA2A,P08913,DB00968,Methyldopa,,,
ADRA2R,P08913,DB00968,Methyldopa,,,
ADRAR,P08913,DB00968,Methyldopa,,,
DDC,P20711,DB00968,Methyldopa,Inhibitor,,
AADC,P20711,DB00968,Methyldopa,Inhibitor,,
HTR3A,P46098,DB00969,Alosetron,Antagonist,,
5HT3R,P46098,DB00969,Alosetron,Antagonist,,
HTR3,P46098,DB00969,Alosetron,Antagonist,,
HRH1,P35367,DB00972,Azelastine,Antagonist,,
SOAT1,P35610,DB00973,Ezetimibe,Inhibitor,,
ACACT,P35610,DB00973,Ezetimibe,Inhibitor,,
ACACT1,P35610,DB00973,Ezetimibe,Inhibitor,,
ACAT,P35610,DB00973,Ezetimibe,Inhibitor,,
ACAT1,P35610,DB00973,Ezetimibe,Inhibitor,,
SOAT,P35610,DB00973,Ezetimibe,Inhibitor,,
STAT,P35610,DB00973,Ezetimibe,Inhibitor,,
NPC1L1,Q9UHC9,DB00973,Ezetimibe,Inhibitor,,
ANPEP,P15144,DB00973,Ezetimibe,Other,,
APN,P15144,DB00973,Ezetimibe,Other,,
CD13,P15144,DB00973,Ezetimibe,Other,,
PEPN,P15144,DB00973,Ezetimibe,Other,,
PDE10A,Q9Y233,DB00975,Dipyridamole,Inhibitor,,
ADA,P00813,DB00975,Dipyridamole,Inhibitor,,
ADA1,P00813,DB00975,Dipyridamole,Inhibitor,,
PDE5A,O76074,DB00975,Dipyridamole,Inhibitor,,
PDE5,O76074,DB00975,Dipyridamole,Inhibitor,,
PDE4A,P27815,DB00975,Dipyridamole,Inhibitor,,
DPDE2,P27815,DB00975,Dipyridamole,Inhibitor,,
RCAN1,P53805,DB00975,Dipyridamole,,,
ADAPT78,P53805,DB00975,Dipyridamole,,,
CSP1,P53805,DB00975,Dipyridamole,,,
DSC1,P53805,DB00975,Dipyridamole,,,
DSCR1,P53805,DB00975,Dipyridamole,,,
ORM1,P02763,DB00975,Dipyridamole,,,
AGP1,P02763,DB00975,Dipyridamole,,,
ESR1,P03372,DB00977,Ethinylestradiol,Agonist,,
ESR,P03372,DB00977,Ethinylestradiol,Agonist,,
NR3A1,P03372,DB00977,Ethinylestradiol,Agonist,,
NR1I2,O75469,DB00977,Ethinylestradiol,Agonist,,
PXR,O75469,DB00977,Ethinylestradiol,Agonist,,
SHBG,P04278,DB00977,Ethinylestradiol,,,
TOP2A,P11388,DB00978,Lomefloxacin,Inhibitor,,
TOP2,P11388,DB00978,Lomefloxacin,Inhibitor,,
CHRM1,P11229,DB00979,Cyclopentolate,Antagonist,,
MTNR1A,P48039,DB00980,Ramelteon,Multitarget,,
MTNR1B,P49286,DB00980,Ramelteon,Multitarget,,
ACHE,P22303,DB00981,Physostigmine,Inhibitor,,
CHRNA4,P43681,DB00981,Physostigmine,,,
NACRA4,P43681,DB00981,Physostigmine,,,
CHRNB2,P17787,DB00981,Physostigmine,,,
RARA,P10276,DB00982,Isotretinoin,Other/unknown,,
NR1B1,P10276,DB00982,Isotretinoin,Other/unknown,,
RARG,P13631,DB00982,Isotretinoin,,,
NR1B3,P13631,DB00982,Isotretinoin,,,
ADRB2,P07550,DB00983,Formoterol,Agonist,,
ADRB2R,P07550,DB00983,Formoterol,Agonist,,
B2AR,P07550,DB00983,Formoterol,Agonist,,
ADRB1,P08588,DB00983,Formoterol,Agonist,,
ADRB1R,P08588,DB00983,Formoterol,Agonist,,
B1AR,P08588,DB00983,Formoterol,Agonist,,
ADRB3,P13945,DB00983,Formoterol,Agonist,,
ADRB3R,P13945,DB00983,Formoterol,Agonist,,
B3AR,P13945,DB00983,Formoterol,Agonist,,
AR,P10275,DB00984,Nandrolone phenpropionate,Agonist,,
DHTR,P10275,DB00984,Nandrolone phenpropionate,Agonist,,
NR3C4,P10275,DB00984,Nandrolone phenpropionate,Agonist,,
HRH1,P35367,DB00985,Dimenhydrinate,Antagonist,,
CHRM1,P11229,DB00986,Glycopyrronium,Antagonist,,
CHRM3,P20309,DB00986,Glycopyrronium,Antagonist,,
CHRM2,P08172,DB00986,Glycopyrronium,Binder,,
POLB,P06746,DB00987,Cytarabine,Inhibitor,,
DRD2,P14416,DB00988,Dopamine,Agonist,,
DRD1,P21728,DB00988,Dopamine,Agonist,,
DRD5,P21918,DB00988,Dopamine,Agonist,,
DRD1B,P21918,DB00988,Dopamine,Agonist,,
DRD1L2,P21918,DB00988,Dopamine,Agonist,,
DRD3,P35462,DB00988,Dopamine,Agonist,,
DRD4,P21917,DB00988,Dopamine,Agonist,,
SLC6A3,Q01959,DB00988,Dopamine,Inducer,,
DAT1,Q01959,DB00988,Dopamine,Inducer,,
DBH,P09172,DB00988,Dopamine,Ligand,,
HTR1A,P08908,DB00988,Dopamine,Binder,,
ADRB2RL1,P08908,DB00988,Dopamine,Binder,,
ADRBRL1,P08908,DB00988,Dopamine,Binder,,
HTR7,P34969,DB00988,Dopamine,Binder,,
SLC6A2,P23975,DB00988,Dopamine,Inhibitor,,
NAT1,P23975,DB00988,Dopamine,Inhibitor,,
NET1,P23975,DB00988,Dopamine,Inhibitor,,
SLC6A5,P23975,DB00988,Dopamine,Inhibitor,,
SLC6A4,P31645,DB00988,Dopamine,Inhibitor,,
HTT,P31645,DB00988,Dopamine,Inhibitor,,
SERT,P31645,DB00988,Dopamine,Inhibitor,,
HTR3A,P46098,DB00988,Dopamine,,,
5HT3R,P46098,DB00988,Dopamine,,,
HTR3,P46098,DB00988,Dopamine,,,
HTR3B,O95264,DB00988,Dopamine,,,
SOD1,P00441,DB00988,Dopamine,,,
SLC18A2,Q05940,DB00988,Dopamine,,,
SVMT,Q05940,DB00988,Dopamine,,,
VMAT2,Q05940,DB00988,Dopamine,,,
ACHE,P22303,DB00989,Rivastigmine,Inhibitor,,
BCHE,P06276,DB00989,Rivastigmine,Inhibitor,,
CHE1,P06276,DB00989,Rivastigmine,Inhibitor,,
CYP19A1,P11511,DB00990,Exemestane,Inhibitor,,
ARO1,P11511,DB00990,Exemestane,Inhibitor,,
CYAR,P11511,DB00990,Exemestane,Inhibitor,,
CYP19,P11511,DB00990,Exemestane,Inhibitor,,
PTGS1,P23219,DB00991,Oxaprozin,Inhibitor,,
COX1,P23219,DB00991,Oxaprozin,Inhibitor,,
PTGS2,P35354,DB00991,Oxaprozin,Inhibitor,,
COX2,P35354,DB00991,Oxaprozin,Inhibitor,,
FCGR1A,P12314,DB00992,Methyl aminolevulinate,Antibody,,
FCG1,P12314,DB00992,Methyl aminolevulinate,Antibody,,
FCGR1,P12314,DB00992,Methyl aminolevulinate,Antibody,,
IGFR1,P12314,DB00992,Methyl aminolevulinate,Antibody,,
HPRT1,P00492,DB00993,Azathioprine,Inhibitor,,
HPRT,P00492,DB00993,Azathioprine,Inhibitor,,
RAC1,P63000,DB00993,Azathioprine,,,
TC25,P63000,DB00993,Azathioprine,,,
MIG5,P63000,DB00993,Azathioprine,,,
CASR,P41180,DB00994,Neomycin,,,
GPRC2A,P41180,DB00994,Neomycin,,,
PCAR1,P41180,DB00994,Neomycin,,,
PRDX5,P30044,DB00995,Auranofin,Inhibitor,,
ACR1,P30044,DB00995,Auranofin,Inhibitor,,
SBBI10,P30044,DB00995,Auranofin,Inhibitor,,
IKBKB,O14920,DB00995,Auranofin,Inhibitor,,
IKKB,O14920,DB00995,Auranofin,Inhibitor,,
CACNA2D1,P54289,DB00996,Gabapentin,Inhibitor,,
CACNL2A,P54289,DB00996,Gabapentin,Inhibitor,,
CCHL2A,P54289,DB00996,Gabapentin,Inhibitor,,
MHS3,P54289,DB00996,Gabapentin,Inhibitor,,
CACNA2D2,Q9NY47,DB00996,Gabapentin,Inhibitor,,
KIAA0558,Q9NY47,DB00996,Gabapentin,Inhibitor,,
CACNA1B,Q00975,DB00996,Gabapentin,Inhibitor,,
CACH5,Q00975,DB00996,Gabapentin,Inhibitor,,
CACNL1A5,Q00975,DB00996,Gabapentin,Inhibitor,,
ADORA1,P30542,DB00996,Gabapentin,Agonist,,
GABBR1,Q9UBS5,DB00996,Gabapentin,,,
GPRC3A,Q9UBS5,DB00996,Gabapentin,,,
GABBR2,O75899,DB00996,Gabapentin,,,
GPR51,O75899,DB00996,Gabapentin,,,
GPRC3B,O75899,DB00996,Gabapentin,,,
TOP2A,P11388,DB00997,Doxorubicin,Inhibitor,,
TOP2,P11388,DB00997,Doxorubicin,Inhibitor,,
NOLC1,Q14978,DB00997,Doxorubicin,,,
KIAA0035,Q14978,DB00997,Doxorubicin,,,
NS5ATP13,Q14978,DB00997,Doxorubicin,,,
HTR1D,P28221,DB00998,Frovatriptan,Agonist,,
HTR1DA,P28221,DB00998,Frovatriptan,Agonist,,
HTRL,P28221,DB00998,Frovatriptan,Agonist,,
HTR1B,P28222,DB00998,Frovatriptan,Agonist,,
HTR1DB,P28222,DB00998,Frovatriptan,Agonist,,
SLC12A3,P55017,DB00999,Hydrochlorothiazide,Inhibitor,,
NCC,P55017,DB00999,Hydrochlorothiazide,Inhibitor,,
TSC,P55017,DB00999,Hydrochlorothiazide,Inhibitor,,
CA1,P00915,DB00999,Hydrochlorothiazide,Inhibitor,,
CA2,P00918,DB00999,Hydrochlorothiazide,Inhibitor,,
KCNMA1,Q12791,DB00999,Hydrochlorothiazide,Inhibitor,,
KCNMA,Q12791,DB00999,Hydrochlorothiazide,Inhibitor,,
SLO,Q12791,DB00999,Hydrochlorothiazide,Inhibitor,,
ADRB2,P07550,DB01001,Salbutamol,Agonist,,
ADRB2R,P07550,DB01001,Salbutamol,Agonist,,
B2AR,P07550,DB01001,Salbutamol,Agonist,,
ADRB1,P08588,DB01001,Salbutamol,Agonist,,
ADRB1R,P08588,DB01001,Salbutamol,Agonist,,
B1AR,P08588,DB01001,Salbutamol,Agonist,,
ADRB3,P13945,DB01001,Salbutamol,,,
ADRB3R,P13945,DB01001,Salbutamol,,,
B3AR,P13945,DB01001,Salbutamol,,,
SCN10A,Q9Y5Y9,DB01002,Levobupivacaine,Inhibitor,,
KCNMA1,Q12791,DB01003,Cromoglicic acid,Inhibitor,,
KCNMA,Q12791,DB01003,Cromoglicic acid,Inhibitor,,
SLO,Q12791,DB01003,Cromoglicic acid,Inhibitor,,
S100P,P25815,DB01003,Cromoglicic acid,Antagonist,,
S100E,P25815,DB01003,Cromoglicic acid,Antagonist,,
RRM1,P23921,DB01005,Hydroxyurea,Inhibitor,,
RR1,P23921,DB01005,Hydroxyurea,Inhibitor,,
CYP19A1,P11511,DB01006,Letrozole,Antagonist,,
ARO1,P11511,DB01006,Letrozole,Antagonist,,
CYAR,P11511,DB01006,Letrozole,Antagonist,,
CYP19,P11511,DB01006,Letrozole,Antagonist,,
CYP51A1,Q16850,DB01007,Tioconazole,Inhibitor,,
CYP51,Q16850,DB01007,Tioconazole,Inhibitor,,
PTGS1,P23219,DB01009,Ketoprofen,Inhibitor,,
COX1,P23219,DB01009,Ketoprofen,Inhibitor,,
PTGS2,P35354,DB01009,Ketoprofen,Inhibitor,,
COX2,P35354,DB01009,Ketoprofen,Inhibitor,,
CXCR1,P25024,DB01009,Ketoprofen,Other,,
CMKAR1,P25024,DB01009,Ketoprofen,Other,,
IL8RA,P25024,DB01009,Ketoprofen,Other,,
ACHE,P22303,DB01010,Edrophonium,Inhibitor,,
BCHE,P06276,DB01010,Edrophonium,Inhibitor,,
CHE1,P06276,DB01010,Edrophonium,Inhibitor,,
CYP11B1,P15538,DB01011,Metyrapone,Inhibitor,,
S11BH,P15538,DB01011,Metyrapone,Inhibitor,,
CASR,P41180,DB01012,Cinacalcet,Agonist,,
GPRC2A,P41180,DB01012,Cinacalcet,Agonist,,
PCAR1,P41180,DB01012,Cinacalcet,Agonist,,
NR3C1,P04150,DB01013,Clobetasol propionate,Agonist,,
GRL,P04150,DB01013,Clobetasol propionate,Agonist,,
PPARG,P37231,DB01014,Balsalazide,Agonist,,
NR1C3,P37231,DB01014,Balsalazide,Agonist,,
PTGS2,P35354,DB01014,Balsalazide,Inhibitor,,
COX2,P35354,DB01014,Balsalazide,Inhibitor,,
PTGS1,P23219,DB01014,Balsalazide,Inhibitor,,
COX1,P23219,DB01014,Balsalazide,Inhibitor,,
ALOX5,P09917,DB01014,Balsalazide,Inhibitor,,
LOG5,P09917,DB01014,Balsalazide,Inhibitor,,
GSTP1,P09211,DB01015,Sulfamethoxazole,,,
FAEES3,P09211,DB01015,Sulfamethoxazole,,,
GST3,P09211,DB01015,Sulfamethoxazole,,,
KCNJ5,P48544,DB01016,Glyburide,Inhibitor,,
GIRK4,P48544,DB01016,Glyburide,Inhibitor,,
ABCC9,O60706,DB01016,Glyburide,Modulator,,
SUR2,O60706,DB01016,Glyburide,Modulator,,
ABCB11,O95342,DB01016,Glyburide,Inhibitor,,
BSEP,O95342,DB01016,Glyburide,Inhibitor,,
ABCA1,O95477,DB01016,Glyburide,Inhibitor,,
ABC1,O95477,DB01016,Glyburide,Inhibitor,,
CERP,O95477,DB01016,Glyburide,Inhibitor,,
CFTR,P13569,DB01016,Glyburide,Antagonist,,
ABCC7,P13569,DB01016,Glyburide,Antagonist,,
CPT1A,P50416,DB01016,Glyburide,Inhibitor,,
CPT1,P50416,DB01016,Glyburide,Inhibitor,,
IL1B,P01584,DB01017,Minocycline,Modulator,,
IL1F2,P01584,DB01017,Minocycline,Modulator,,
ALOX5,P09917,DB01017,Minocycline,Inhibitor,,
LOG5,P09917,DB01017,Minocycline,Inhibitor,,
MMP9,P14780,DB01017,Minocycline,Inhibitor,,
CLG4B,P14780,DB01017,Minocycline,Inhibitor,,
VEGFA,P15692,DB01017,Minocycline,Inhibitor,,
VEGF,P15692,DB01017,Minocycline,Inhibitor,,
CASP1,P29466,DB01017,Minocycline,Negative modulator,,
IL1BC,P29466,DB01017,Minocycline,Negative modulator,,
IL1BCE,P29466,DB01017,Minocycline,Negative modulator,,
CASP3,P42574,DB01017,Minocycline,Negative modulator,,
CPP32,P42574,DB01017,Minocycline,Negative modulator,,
CYCS,P99999,DB01017,Minocycline,Negative modulator,,
CYC,P99999,DB01017,Minocycline,Negative modulator,,
ADRA2A,P08913,DB01018,Guanfacine,Agonist,,
ADRA2R,P08913,DB01018,Guanfacine,Agonist,,
ADRAR,P08913,DB01018,Guanfacine,Agonist,,
ADRA2B,P18089,DB01018,Guanfacine,Binder,,
ADRA2L1,P18089,DB01018,Guanfacine,Binder,,
ADRA2RL1,P18089,DB01018,Guanfacine,Binder,,
CHRM2,P08172,DB01019,Bethanechol,Agonist,,
CHRM1,P11229,DB01019,Bethanechol,,,
CHRM3,P20309,DB01019,Bethanechol,,,
CHRM4,P08173,DB01019,Bethanechol,,,
GUCY1A2,P33402,DB01020,Isosorbide Mononitrate,Inducer,,
GUC1A2,P33402,DB01020,Isosorbide Mononitrate,Inducer,,
GUCSA2,P33402,DB01020,Isosorbide Mononitrate,Inducer,,
SLC12A3,P55017,DB01021,Trichlormethiazide,Inhibitor,,
NCC,P55017,DB01021,Trichlormethiazide,Inhibitor,,
TSC,P55017,DB01021,Trichlormethiazide,Inhibitor,,
ATP1A1,P05023,DB01021,Trichlormethiazide,Inhibitor,,
CA1,P00915,DB01021,Trichlormethiazide,Inhibitor,,
CA2,P00918,DB01021,Trichlormethiazide,Inhibitor,,
CA4,P22748,DB01021,Trichlormethiazide,Inhibitor,,
GGCX,P38435,DB01022,Phylloquinone,Inducer,,
GC,P38435,DB01022,Phylloquinone,Inducer,,
BGLAP,P02818,DB01022,Phylloquinone,Agonist,,
CACNA1C,Q13936,DB01023,Felodipine,Inhibitor,,
CACH2,Q13936,DB01023,Felodipine,Inhibitor,,
CACN2,Q13936,DB01023,Felodipine,Inhibitor,,
CACNL1A1,Q13936,DB01023,Felodipine,Inhibitor,,
CCHL1A1,Q13936,DB01023,Felodipine,Inhibitor,,
CACNA2D1,P54289,DB01023,Felodipine,Inhibitor,,
CACNL2A,P54289,DB01023,Felodipine,Inhibitor,,
CCHL2A,P54289,DB01023,Felodipine,Inhibitor,,
MHS3,P54289,DB01023,Felodipine,Inhibitor,,
CACNB2,Q08289,DB01023,Felodipine,Inhibitor,,
CACNLB2,Q08289,DB01023,Felodipine,Inhibitor,,
MYSB,Q08289,DB01023,Felodipine,Inhibitor,,
CACNA1D,Q01668,DB01023,Felodipine,Inhibitor,,
CACH3,Q01668,DB01023,Felodipine,Inhibitor,,
CACN4,Q01668,DB01023,Felodipine,Inhibitor,,
CACNL1A2,Q01668,DB01023,Felodipine,Inhibitor,,
CCHL1A2,Q01668,DB01023,Felodipine,Inhibitor,,
CACNA1S,Q13698,DB01023,Felodipine,Inhibitor,,
CACH1,Q13698,DB01023,Felodipine,Inhibitor,,
CACN1,Q13698,DB01023,Felodipine,Inhibitor,,
CACNL1A3,Q13698,DB01023,Felodipine,Inhibitor,,
CACNA1H,O95180,DB01023,Felodipine,Inhibitor,,
CACNA2D2,Q9NY47,DB01023,Felodipine,Inhibitor,,
KIAA0558,Q9NY47,DB01023,Felodipine,Inhibitor,,
CALM1,P0DP23,DB01023,Felodipine,Other,,
CALM,P0DP23,DB01023,Felodipine,Other,,
CAM,P0DP23,DB01023,Felodipine,Other,,
CAM1,P0DP23,DB01023,Felodipine,Other,,
PDE1B,Q01064,DB01023,Felodipine,Inhibitor,,
PDE1B1,Q01064,DB01023,Felodipine,Inhibitor,,
PDES1B,Q01064,DB01023,Felodipine,Inhibitor,,
PDE1A,P54750,DB01023,Felodipine,Inhibitor,,
NR3C2,P08235,DB01023,Felodipine,Antagonist,,
MCR,P08235,DB01023,Felodipine,Antagonist,,
MLR,P08235,DB01023,Felodipine,Antagonist,,
TNNC2,P02585,DB01023,Felodipine,Other,,
TNNC1,P63316,DB01023,Felodipine,Other,,
TNNC,P63316,DB01023,Felodipine,Other,,
IMPDH1,P20839,DB01024,Mycophenolic acid,Inhibitor,,
IMPD1,P20839,DB01024,Mycophenolic acid,Inhibitor,,
IMPDH2,P12268,DB01024,Mycophenolic acid,Inhibitor,,
IMPD2,P12268,DB01024,Mycophenolic acid,Inhibitor,,
S100A12,P80511,DB01025,Amlexanox,Antagonist,,
S100A13,Q99584,DB01025,Amlexanox,Antagonist,,
IL3,P08700,DB01025,Amlexanox,Antagonist,,
FGF1,P05230,DB01025,Amlexanox,Inhibitor,,
FGFA,P05230,DB01025,Amlexanox,Inhibitor,,
AR,P10275,DB01026,Ketoconazole,Binder,,
DHTR,P10275,DB01026,Ketoconazole,Binder,,
NR3C4,P10275,DB01026,Ketoconazole,Binder,,
CYP21A2,P08686,DB01026,Ketoconazole,Inhibitor,,
CYP21,P08686,DB01026,Ketoconazole,Inhibitor,,
CYP21B,P08686,DB01026,Ketoconazole,Inhibitor,,
CYP19A1,P11511,DB01026,Ketoconazole,Inhibitor,,
ARO1,P11511,DB01026,Ketoconazole,Inhibitor,,
CYAR,P11511,DB01026,Ketoconazole,Inhibitor,,
CYP19,P11511,DB01026,Ketoconazole,Inhibitor,,
KCNH2,Q12809,DB01026,Ketoconazole,Inhibitor,,
ERG,Q12809,DB01026,Ketoconazole,Inhibitor,,
ERG1,Q12809,DB01026,Ketoconazole,Inhibitor,,
HERG,Q12809,DB01026,Ketoconazole,Inhibitor,,
NR1I2,O75469,DB01026,Ketoconazole,Antagonist,,
PXR,O75469,DB01026,Ketoconazole,Antagonist,,
NR1I3,Q14994,DB01026,Ketoconazole,,,
CAR,Q14994,DB01026,Ketoconazole,,,
GABRA1,P14867,DB01028,Methoxyflurane,Agonist,,
GRIA1,P42261,DB01028,Methoxyflurane,Antagonist,,
GLUH1,P42261,DB01028,Methoxyflurane,Antagonist,,
GLUR1,P42261,DB01028,Methoxyflurane,Antagonist,,
GLRA1,P23415,DB01028,Methoxyflurane,Agonist,,
ATP2C1,P98194,DB01028,Methoxyflurane,Inhibitor,,
KIAA1347,P98194,DB01028,Methoxyflurane,Inhibitor,,
PMR1L,P98194,DB01028,Methoxyflurane,Inhibitor,,
HUSSY-28,P98194,DB01028,Methoxyflurane,Inhibitor,,
KCNA1,Q09470,DB01028,Methoxyflurane,Inducer,,
ATP5F1D,P30049,DB01028,Methoxyflurane,Unknown,,
ATP5D,P30049,DB01028,Methoxyflurane,Unknown,,
MT-ND1,P03886,DB01028,Methoxyflurane,Unknown,,
MTND1,P03886,DB01028,Methoxyflurane,Unknown,,
NADH1,P03886,DB01028,Methoxyflurane,Unknown,,
ND1,P03886,DB01028,Methoxyflurane,Unknown,,
AGTR1,P30556,DB01029,Irbesartan,Antagonist,,
AGTR1A,P30556,DB01029,Irbesartan,Antagonist,,
AGTR1B,P30556,DB01029,Irbesartan,Antagonist,,
AT2R1,P30556,DB01029,Irbesartan,Antagonist,,
AT2R1B,P30556,DB01029,Irbesartan,Antagonist,,
JUN,P05412,DB01029,Irbesartan,Other/unknown,,
TOP1,P11387,DB01030,Topotecan,Inhibitor,,
TOP1MT,Q969P6,DB01030,Topotecan,Inhibitor,,
CA1,P00915,DB01031,Ethinamate,Inhibitor,,
CA2,P00918,DB01031,Ethinamate,Inhibitor,,
SLC22A6,Q4U2R8,DB01032,Probenecid,Inhibitor,,
OAT1,Q4U2R8,DB01032,Probenecid,Inhibitor,,
PAHT,Q4U2R8,DB01032,Probenecid,Inhibitor,,
SLC22A11,Q9NSA0,DB01032,Probenecid,Inhibitor,,
OAT4,Q9NSA0,DB01032,Probenecid,Inhibitor,,
SLC22A8,Q8TCC7,DB01032,Probenecid,Inhibitor,,
OAT3,Q8TCC7,DB01032,Probenecid,Inhibitor,,
PANX1,Q96RD7,DB01032,Probenecid,Antagonist,,
MRS1,Q96RD7,DB01032,Probenecid,Antagonist,,
UNQ2529/PRO6028,Q96RD7,DB01032,Probenecid,Antagonist,,
TAS2R16,Q9NYV7,DB01032,Probenecid,,,
HPRT1,P00492,DB01033,Mercaptopurine,Inhibitor,,
HPRT,P00492,DB01033,Mercaptopurine,Inhibitor,,
PPAT,Q06203,DB01033,Mercaptopurine,Inhibitor,,
GPAT,Q06203,DB01033,Mercaptopurine,Inhibitor,,
FASN,P49327,DB01034,Cerulenin,Inhibitor,,
FAS,P49327,DB01034,Cerulenin,Inhibitor,,
SCN5A,Q14524,DB01035,Procainamide,Inhibitor,,
DNMT1,P26358,DB01035,Procainamide,Other,,
AIM,P26358,DB01035,Procainamide,Other,,
CXXC9,P26358,DB01035,Procainamide,Other,,
DNMT,P26358,DB01035,Procainamide,Other,,
KCNH2,Q12809,DB01035,Procainamide,Inhibitor,,
ERG,Q12809,DB01035,Procainamide,Inhibitor,,
ERG1,Q12809,DB01035,Procainamide,Inhibitor,,
HERG,Q12809,DB01035,Procainamide,Inhibitor,,
CHRM3,P20309,DB01036,Tolterodine,Antagonist,,
CHRM2,P08172,DB01036,Tolterodine,Antagonist,,
CHRM5,P08912,DB01036,Tolterodine,Antagonist,,
CHRM1,P11229,DB01036,Tolterodine,Antagonist,,
CHRM4,P08173,DB01036,Tolterodine,Antagonist,,
MAOB,P27338,DB01037,Selegiline,Inhibitor,,
MAOA,P21397,DB01037,Selegiline,Inhibitor,,
DRD2,P14416,DB01038,Carphenazine,Antagonist,,
DRD1,P21728,DB01038,Carphenazine,Antagonist,,
DRD5,P21918,DB01038,Carphenazine,Antagonist,,
DRD1B,P21918,DB01038,Carphenazine,Antagonist,,
DRD1L2,P21918,DB01038,Carphenazine,Antagonist,,
PPARA,Q07869,DB01039,Fenofibrate,Agonist,,
NR1C1,Q07869,DB01039,Fenofibrate,Agonist,,
PPAR,Q07869,DB01039,Fenofibrate,Agonist,,
PPARG,P37231,DB01039,Fenofibrate,,,
NR1C3,P37231,DB01039,Fenofibrate,,,
PPARD,Q03181,DB01039,Fenofibrate,,,
NR1C2,Q03181,DB01039,Fenofibrate,,,
PPARB,Q03181,DB01039,Fenofibrate,,,
NR1I2,O75469,DB01039,Fenofibrate,Partial agonist,,
PXR,O75469,DB01039,Fenofibrate,Partial agonist,,
CRBN,Q96SW2,DB01041,Thalidomide,Inhibitor,,
AD-006,Q96SW2,DB01041,Thalidomide,Inhibitor,,
TNF,P01375,DB01041,Thalidomide,Inhibitor,,
TNFA,P01375,DB01041,Thalidomide,Inhibitor,,
TNFSF2,P01375,DB01041,Thalidomide,Inhibitor,,
NFKB1,P19838,DB01041,Thalidomide,Antagonist,,
FGFR2,P21802,DB01041,Thalidomide,Antagonist,,
BEK,P21802,DB01041,Thalidomide,Antagonist,,
KGFR,P21802,DB01041,Thalidomide,Antagonist,,
KSAM,P21802,DB01041,Thalidomide,Antagonist,,
PTGS2,P35354,DB01041,Thalidomide,Antagonist,,
COX2,P35354,DB01041,Thalidomide,Antagonist,,
HTR3A,P46098,DB01043,Memantine,Antagonist,,
5HT3R,P46098,DB01043,Memantine,Antagonist,,
HTR3,P46098,DB01043,Memantine,Antagonist,,
DRD2,P14416,DB01043,Memantine,Agonist|Antagonist,,
GRIN1,Q05586,DB01043,Memantine,Binder,,
NMDAR1,Q05586,DB01043,Memantine,Binder,,
NR1I2,O75469,DB01045,Rifampicin,Agonist,,
PXR,O75469,DB01045,Rifampicin,Agonist,,
SLCO1B1,Q9Y6L6,DB01045,Rifampicin,,,
LST1,Q9Y6L6,DB01045,Rifampicin,,,
